,date,Name,state,FIPS,positive,AQI,date_str
2068,2020-09-28,West Virginia,WV,54,113709,33.85714286,09/28/2020
445,2020-09-28,Georgia,GA,13,2243017,48.28571429,09/28/2020
1403,2020-09-28,Nevada,NV,32,567412,86.85714286,09/28/2020
1609,2020-09-28,Pennsylvania,PA,42,1127214,42.42857143,09/28/2020
317,2020-09-28,District of Columbia,DC,11,107946,34.71428571,09/28/2020
1276,2020-09-28,New Hampshire,NH,33,59272,42.71428571,09/28/2020
986,2020-09-28,Minnesota,MN,27,710559,31.0,09/28/2020
774,2020-09-28,Louisiana,LA,22,1179623,39.42857143,09/28/2020
1733,2020-09-28,South Dakota,SD,46,164046,25.71428571,09/28/2020
153,2020-09-28,Arizona,AZ,4,1537889,77.71428571,09/28/2020
1362,2020-09-28,New Mexico,NM,35,209658,42.14285714,09/28/2020
276,2020-09-28,Connecticut,CT,9,406632,43.42857143,09/28/2020
1445,2020-09-28,New York,NY,36,3231415,30.28571429,09/28/2020
1692,2020-09-28,South Carolina,SC,45,1047716,38.14285714,09/28/2020
527,2020-09-28,Iowa,IA,19,611291,31.14285714,09/28/2020
1068,2020-09-28,Mississippi,MS,28,695630,41.28571429,09/28/2020
235,2020-09-28,Colorado,CO,8,502845,63.0,09/28/2020
1939,2020-09-28,Vermont,VT,50,12432,41.85714286,09/28/2020
568,2020-09-28,Idaho,ID,16,297870,46.57142857,09/28/2020
112,2020-09-28,Arkansas,AR,5,598020,37.71428571,09/28/2020
945,2020-09-28,Michigan,MI,26,979110,48.57142857,09/28/2020
71,2020-09-28,Alabama,AL,1,1097959,45.57142857,09/28/2020
486,2020-09-28,Hawaii,HI,15,88834,22.42857143,09/28/2020
1651,2020-09-28,Rhode Island,RI,44,175327,57.71428571,09/28/2020
1321,2020-09-28,New Jersey,NJ,34,1446847,29.57142857,09/28/2020
1898,2020-09-28,Virginia,VA,51,1049425,9.0,09/28/2020
2110,2020-09-28,Wyoming,WY,56,43564,37.14285714,09/28/2020
1150,2020-09-28,North Carolina,NC,37,1501498,31.66666667,09/28/2020
821,2020-09-28,Massachusetts,MA,25,934913,41.57142857,09/28/2020
651,2020-09-28,Indiana,IN,18,858082,51.0,09/28/2020
903,2020-09-28,Maine,ME,23,38177,37.0,09/28/2020
1235,2020-09-28,Nebraska,NE,31,323558,43.57142857,09/28/2020
1986,2020-09-28,Washington,WA,53,617421,43.14285714,09/28/2020
194,2020-09-28,California,CA,6,5718963,81.14285714,09/28/2020
1568,2020-09-28,Oregon,OR,41,239155,23.0,09/28/2020
1027,2020-09-28,Missouri,MO,29,905138,44.0,09/28/2020
404,2020-09-28,Florida,FL,12,4920909,54.42857143,09/28/2020
733,2020-09-28,Kentucky,KY,21,494927,46.14285714,09/28/2020
30,2020-09-28,Alaska,AK,2,57263,26.14285714,09/28/2020
2027,2020-09-28,Wisconsin,WI,55,942443,37.57142857,09/28/2020
1527,2020-09-28,Oklahoma,OK,40,625393,49.0,09/28/2020
692,2020-09-28,Kansas,KS,20,424168,31.0,09/28/2020
1109,2020-09-28,Montana,MT,30,96988,37.0,09/28/2020
1774,2020-09-28,Tennessee,TN,47,1391089,42.57142857,09/28/2020
1856,2020-09-28,Utah,UT,49,526951,99.71428571,09/28/2020
1191,2020-09-28,North Dakota,ND,38,158705,26.28571429,09/28/2020
1815,2020-09-28,Texas,TX,48,5298963,39.57142857,09/28/2020
358,2020-09-28,Delaware,DE,10,146599,52.28571429,09/28/2020
569,2020-10-05,Idaho,ID,16,324538,40.57142857,10/05/2020
652,2020-10-05,Indiana,IN,18,921290,53.14285714,10/05/2020
1363,2020-10-05,New Mexico,NM,35,225383,47.28571429,10/05/2020
1151,2020-10-05,North Carolina,NC,37,1591025,35.28571429,10/05/2020
1322,2020-10-05,New Jersey,NJ,34,1482955,42.42857143,10/05/2020
1446,2020-10-05,New York,NY,36,3299720,34.0,10/05/2020
1110,2020-10-05,Montana,MT,30,121430,12.28571429,10/05/2020
734,2020-10-05,Kentucky,KY,21,547359,45.71428571,10/05/2020
1693,2020-10-05,South Carolina,SC,45,1089188,40.42857143,10/05/2020
113,2020-10-05,Arkansas,AR,5,635781,52.28571429,10/05/2020
528,2020-10-05,Iowa,IA,19,651576,34.14285714,10/05/2020
1028,2020-10-05,Missouri,MO,29,979244,,10/05/2020
1069,2020-10-05,Mississippi,MS,28,724242,52.57142857,10/05/2020
1652,2020-10-05,Rhode Island,RI,44,183872,45.0,10/05/2020
1528,2020-10-05,Oklahoma,OK,40,678542,53.57142857,10/05/2020
487,2020-10-05,Hawaii,HI,15,93467,23.71428571,10/05/2020
1404,2020-10-05,Nevada,NV,32,592209,83.71428571,10/05/2020
693,2020-10-05,Kansas,KS,20,455895,27.42857143,10/05/2020
904,2020-10-05,Maine,ME,23,39645,40.14285714,10/05/2020
822,2020-10-05,Massachusetts,MA,25,963992,41.14285714,10/05/2020
1899,2020-10-05,Virginia,VA,51,1095248,11.0,10/05/2020
2028,2020-10-05,Wisconsin,WI,55,1066269,42.28571429,10/05/2020
946,2020-10-05,Michigan,MI,26,1033603,44.0,10/05/2020
236,2020-10-05,Colorado,CO,8,536657,77.57142857,10/05/2020
359,2020-10-05,Delaware,DE,10,152942,49.85714286,10/05/2020
1816,2020-10-05,Texas,TX,48,5496279,47.85714286,10/05/2020
2111,2020-10-05,Wyoming,WY,56,50964,35.14285714,10/05/2020
1569,2020-10-05,Oregon,OR,41,255280,31.71428571,10/05/2020
1940,2020-10-05,Vermont,VT,50,12963,37.42857143,10/05/2020
775,2020-10-05,Louisiana,LA,22,1212289,65.57142857,10/05/2020
987,2020-10-05,Minnesota,MN,27,766160,38.85714286,10/05/2020
1236,2020-10-05,Nebraska,NE,31,351884,42.71428571,10/05/2020
1277,2020-10-05,New Hampshire,NH,33,62614,35.0,10/05/2020
318,2020-10-05,District of Columbia,DC,11,110881,34.57142857,10/05/2020
1192,2020-10-05,North Dakota,ND,38,182275,31.85714286,10/05/2020
195,2020-10-05,California,CA,6,5872475,101.57142859999999,10/05/2020
31,2020-10-05,Alaska,AK,2,65055,17.42857143,10/05/2020
1610,2020-10-05,Pennsylvania,PA,42,1185601,40.57142857,10/05/2020
277,2020-10-05,Connecticut,CT,9,419844,55.85714286,10/05/2020
1775,2020-10-05,Tennessee,TN,47,1478328,43.85714286,10/05/2020
446,2020-10-05,Georgia,GA,13,2301220,57.57142857,10/05/2020
1487,2020-10-05,Ohio,OH,39,1160772,55.14285714,10/05/2020
863,2020-10-05,Maryland,MD,24,910465,36.71428571,10/05/2020
2069,2020-10-05,West Virginia,WV,54,123429,47.28571429,10/05/2020
405,2020-10-05,Florida,FL,12,5034759,33.0,10/05/2020
1857,2020-10-05,Utah,UT,49,582442,82.42857143,10/05/2020
1734,2020-10-05,South Dakota,SD,46,189844,50.71428571,10/05/2020
154,2020-10-05,Arizona,AZ,4,1568560,50.57142857,10/05/2020
72,2020-10-05,Alabama,AL,1,1143279,75.28571429,10/05/2020
610,2020-10-05,Illinois,IL,17,2214704,60.14285714,10/05/2020
1987,2020-10-05,Washington,WA,53,642695,40.0,10/05/2020
319,2020-10-12,District of Columbia,DC,11,113720,41.28571429,10/12/2020
196,2020-10-12,California,CA,6,6029918,89.85714286,10/12/2020
1817,2020-10-12,Texas,TX,48,5700998,38.14285714,10/12/2020
1237,2020-10-12,Nebraska,NE,31,388393,39.85714286,10/12/2020
1694,2020-10-12,South Carolina,SC,45,1133864,27.0,10/12/2020
1858,2020-10-12,Utah,UT,49,642453,70.71428571,10/12/2020
1111,2020-10-12,Montana,MT,30,150793,16.14285714,10/12/2020
2029,2020-10-12,Wisconsin,WI,55,1210786,44.42857143,10/12/2020
360,2020-10-12,Delaware,DE,10,159374,35.85714286,10/12/2020
155,2020-10-12,Arizona,AZ,4,1606056,60.0,10/12/2020
73,2020-10-12,Alabama,AL,1,1192479,50.85714286,10/12/2020
237,2020-10-12,Colorado,CO,8,582055,81.71428571,10/12/2020
1193,2020-10-12,North Dakota,ND,38,213238,32.57142857,10/12/2020
1735,2020-10-12,South Dakota,SD,46,222087,68.0,10/12/2020
1900,2020-10-12,Virginia,VA,51,1147684,17.5,10/12/2020
1941,2020-10-12,Vermont,VT,50,13444,43.42857143,10/12/2020
1152,2020-10-12,North Carolina,NC,37,1688375,34.71428571,10/12/2020
1776,2020-10-12,Tennessee,TN,47,1572631,53.28571429,10/12/2020
406,2020-10-12,Florida,FL,12,5172418,55.0,10/12/2020
2112,2020-10-12,Wyoming,WY,56,60333,38.14285714,10/12/2020
447,2020-10-12,Georgia,GA,13,2363248,50.0,10/12/2020
1988,2020-10-12,Washington,WA,53,674540,37.28571429,10/12/2020
488,2020-10-12,Hawaii,HI,15,97734,26.42857143,10/12/2020
114,2020-10-12,Arkansas,AR,5,680561,50.57142857,10/12/2020
278,2020-10-12,Connecticut,CT,9,438097,41.42857143,10/12/2020
529,2020-10-12,Iowa,IA,19,697965,40.14285714,10/12/2020
1278,2020-10-12,New Hampshire,NH,33,66633,45.57142857,10/12/2020
611,2020-10-12,Illinois,IL,17,2374616,80.28571429,10/12/2020
1405,2020-10-12,Nevada,NV,32,621559,78.57142857,10/12/2020
1323,2020-10-12,New Jersey,NJ,34,1525862,46.85714286,10/12/2020
2070,2020-10-12,West Virginia,WV,54,136210,39.28571429,10/12/2020
32,2020-10-12,Alaska,AK,2,74311,29.0,10/12/2020
1611,2020-10-12,Pennsylvania,PA,42,1253644,46.14285714,10/12/2020
653,2020-10-12,Indiana,IN,18,1004805,51.85714286,10/12/2020
864,2020-10-12,Maryland,MD,24,940076,32.71428571,10/12/2020
1447,2020-10-12,New York,NY,36,3367606,24.57142857,10/12/2020
823,2020-10-12,Massachusetts,MA,25,996407,31.42857143,10/12/2020
988,2020-10-12,Minnesota,MN,27,835360,40.85714286,10/12/2020
1570,2020-10-12,Oregon,OR,41,272042,29.0,10/12/2020
694,2020-10-12,Kansas,KS,20,491705,29.42857143,10/12/2020
1488,2020-10-12,Ohio,OH,39,1244761,45.42857143,10/12/2020
776,2020-10-12,Louisiana,LA,22,1241881,29.71428571,10/12/2020
735,2020-10-12,Kentucky,KY,21,597056,40.85714286,10/12/2020
1029,2020-10-12,Missouri,MO,29,1065759,,10/12/2020
905,2020-10-12,Maine,ME,23,41111,39.85714286,10/12/2020
1653,2020-10-12,Rhode Island,RI,44,193840,47.85714286,10/12/2020
1529,2020-10-12,Oklahoma,OK,40,735127,52.71428571,10/12/2020
570,2020-10-12,Idaho,ID,16,355790,35.85714286,10/12/2020
947,2020-10-12,Michigan,MI,26,1105710,58.71428571,10/12/2020
1364,2020-10-12,New Mexico,NM,35,249164,42.28571429,10/12/2020
1070,2020-10-12,Mississippi,MS,28,760756,40.57142857,10/12/2020
1365,2020-10-19,New Mexico,NM,35,281645,44.0,10/19/2020
1448,2020-10-19,New York,NY,36,3442842,19.0,10/19/2020
1777,2020-10-19,Tennessee,TN,47,1690390,61.85714286,10/19/2020
33,2020-10-19,Alaska,AK,2,86177,20.0,10/19/2020
865,2020-10-19,Maryland,MD,24,971260,36.57142857,10/19/2020
1942,2020-10-19,Vermont,VT,50,14214,46.0,10/19/2020
654,2020-10-19,Indiana,IN,18,1103661,45.85714286,10/19/2020
948,2020-10-19,Michigan,MI,26,1206957,37.14285714,10/19/2020
1279,2020-10-19,New Hampshire,NH,33,70814,34.42857143,10/19/2020
1238,2020-10-19,Nebraska,NE,31,429341,26.14285714,10/19/2020
1612,2020-10-19,Pennsylvania,PA,42,1332713,37.71428571,10/19/2020
448,2020-10-19,Georgia,GA,13,2431891,38.0,10/19/2020
1194,2020-10-19,North Dakota,ND,38,251656,36.0,10/19/2020
238,2020-10-19,Colorado,CO,8,644014,113.1428571,10/19/2020
2030,2020-10-19,Wisconsin,WI,55,1402292,43.85714286,10/19/2020
407,2020-10-19,Florida,FL,12,5330761,48.28571429,10/19/2020
824,2020-10-19,Massachusetts,MA,25,1038960,42.85714286,10/19/2020
1112,2020-10-19,Montana,MT,30,184471,14.71428571,10/19/2020
1530,2020-10-19,Oklahoma,OK,40,796562,64.0,10/19/2020
1030,2020-10-19,Missouri,MO,29,1155720,,10/19/2020
361,2020-10-19,Delaware,DE,10,165891,52.57142857,10/19/2020
1859,2020-10-19,Utah,UT,49,709789,111.1428571,10/19/2020
320,2020-10-19,District of Columbia,DC,11,116374,34.71428571,10/19/2020
530,2020-10-19,Iowa,IA,19,748275,42.0,10/19/2020
1901,2020-10-19,Virginia,VA,51,1197932,16.0,10/19/2020
777,2020-10-19,Louisiana,LA,22,1275388,39.71428571,10/19/2020
1489,2020-10-19,Ohio,OH,39,1351174,42.57142857,10/19/2020
279,2020-10-19,Connecticut,CT,9,460954,37.14285714,10/19/2020
695,2020-10-19,Kansas,KS,20,529246,32.42857143,10/19/2020
115,2020-10-19,Arkansas,AR,5,727130,47.85714286,10/19/2020
1571,2020-10-19,Oregon,OR,41,289013,40.0,10/19/2020
989,2020-10-19,Minnesota,MN,27,911433,50.14285714,10/19/2020
1695,2020-10-19,South Carolina,SC,45,1179404,26.42857143,10/19/2020
1818,2020-10-19,Texas,TX,48,5956559,38.57142857,10/19/2020
74,2020-10-19,Alabama,AL,1,1259989,58.57142857,10/19/2020
736,2020-10-19,Kentucky,KY,21,656875,42.57142857,10/19/2020
1406,2020-10-19,Nevada,NV,32,656775,97.42857143,10/19/2020
1153,2020-10-19,North Carolina,NC,37,1788175,40.0,10/19/2020
1324,2020-10-19,New Jersey,NJ,34,1580722,18.0,10/19/2020
1989,2020-10-19,Washington,WA,53,705381,34.14285714,10/19/2020
1071,2020-10-19,Mississippi,MS,28,796341,39.57142857,10/19/2020
1654,2020-10-19,Rhode Island,RI,44,209948,37.28571429,10/19/2020
489,2020-10-19,Hawaii,HI,15,101872,22.57142857,10/19/2020
2071,2020-10-19,West Virginia,WV,54,149543,36.28571429,10/19/2020
612,2020-10-19,Illinois,IL,17,2583332,71.42857143,10/19/2020
571,2020-10-19,Idaho,ID,16,396414,37.57142857,10/19/2020
156,2020-10-19,Arizona,AZ,4,1651536,85.28571429,10/19/2020
197,2020-10-19,California,CA,6,6211299,108.2857143,10/19/2020
2113,2020-10-19,Wyoming,WY,56,73361,38.42857143,10/19/2020
906,2020-10-19,Maine,ME,23,42767,36.14285714,10/19/2020
1736,2020-10-19,South Dakota,SD,46,259805,57.0,10/19/2020
990,2020-10-26,Minnesota,MN,27,1017520,40.14285714,10/26/2020
1572,2020-10-26,Oregon,OR,41,310546,43.14285714,10/26/2020
572,2020-10-26,Idaho,ID,16,439001,45.42857143,10/26/2020
1696,2020-10-26,South Carolina,SC,45,1229807,33.0,10/26/2020
949,2020-10-26,Michigan,MI,26,1350847,37.85714286,10/26/2020
1655,2020-10-26,Rhode Island,RI,44,229991,35.14285714,10/26/2020
696,2020-10-26,Kansas,KS,20,587536,33.71428571,10/26/2020
2114,2020-10-26,Wyoming,WY,56,90675,30.0,10/26/2020
778,2020-10-26,Louisiana,LA,22,1305775,23.28571429,10/26/2020
1239,2020-10-26,Nebraska,NE,31,476613,44.57142857,10/26/2020
531,2020-10-26,Iowa,IA,19,821564,41.28571429,10/26/2020
1366,2020-10-26,New Mexico,NM,35,319634,39.14285714,10/26/2020
1531,2020-10-26,Oklahoma,OK,40,851317,64.42857143,10/26/2020
1072,2020-10-26,Mississippi,MS,28,833682,33.0,10/26/2020
1031,2020-10-26,Missouri,MO,29,1262149,,10/26/2020
157,2020-10-26,Arizona,AZ,4,1709370,86.57142857,10/26/2020
362,2020-10-26,Delaware,DE,10,173333,24.5,10/26/2020
280,2020-10-26,Connecticut,CT,9,495689,65.14285714,10/26/2020
737,2020-10-26,Kentucky,KY,21,735209,40.57142857,10/26/2020
321,2020-10-26,District of Columbia,DC,11,120170,34.85714286,10/26/2020
1990,2020-10-26,Washington,WA,53,740216,62.85714286,10/26/2020
1819,2020-10-26,Texas,TX,48,6249340,48.28571429,10/26/2020
907,2020-10-26,Maine,ME,23,45917,27.14285714,10/26/2020
1490,2020-10-26,Ohio,OH,39,1486412,42.57142857,10/26/2020
490,2020-10-26,Hawaii,HI,15,105914,19.28571429,10/26/2020
1860,2020-10-26,Utah,UT,49,788475,86.85714286,10/26/2020
408,2020-10-26,Florida,FL,12,5520650,42.85714286,10/26/2020
1902,2020-10-26,Virginia,VA,51,1256985,16.0,10/26/2020
1407,2020-10-26,Nevada,NV,32,697083,69.28571429,10/26/2020
198,2020-10-26,California,CA,6,6421900,26.5,10/26/2020
75,2020-10-26,Alabama,AL,1,1334950,42.0,10/26/2020
866,2020-10-26,Maryland,MD,24,1010288,31.0,10/26/2020
449,2020-10-26,Georgia,GA,13,2509163,43.42857143,10/26/2020
2031,2020-10-26,Wisconsin,WI,55,1621976,46.71428571,10/26/2020
1613,2020-10-26,Pennsylvania,PA,42,1437472,37.28571429,10/26/2020
1154,2020-10-26,North Carolina,NC,37,1900225,42.71428571,10/26/2020
1113,2020-10-26,Montana,MT,30,222629,21.42857143,10/26/2020
1280,2020-10-26,New Hampshire,NH,33,76442,45.28571429,10/26/2020
825,2020-10-26,Massachusetts,MA,25,1098797,34.57142857,10/26/2020
655,2020-10-26,Indiana,IN,18,1230950,39.0,10/26/2020
1943,2020-10-26,Vermont,VT,50,15234,36.14285714,10/26/2020
1737,2020-10-26,South Dakota,SD,46,311455,50.28571429,10/26/2020
1325,2020-10-26,New Jersey,NJ,34,1653910,40.28571429,10/26/2020
613,2020-10-26,Illinois,IL,17,2860196,58.42857143,10/26/2020
2072,2020-10-26,West Virginia,WV,54,167804,39.85714286,10/26/2020
34,2020-10-26,Alaska,AK,2,104231,39.42857143,10/26/2020
239,2020-10-26,Colorado,CO,8,734788,73.71428571,10/26/2020
116,2020-10-26,Arkansas,AR,5,774926,47.42857143,10/26/2020
1195,2020-10-26,North Dakota,ND,38,297624,35.14285714,10/26/2020
1449,2020-10-26,New York,NY,36,3536513,15.57142857,10/26/2020
1778,2020-10-26,Tennessee,TN,47,1809047,62.0,10/26/2020
1326,2020-11-02,New Jersey,NJ,34,1748511,41.28571429,11/02/2020
950,2020-11-02,Michigan,MI,26,1557009,24.85714286,11/02/2020
158,2020-11-02,Arizona,AZ,4,1784330,52.71428571,11/02/2020
1155,2020-11-02,North Carolina,NC,37,2016853,36.14285714,11/02/2020
2115,2020-11-02,Wyoming,WY,56,113394,35.85714286,11/02/2020
867,2020-11-02,Maryland,MD,24,1060283,34.28571429,11/02/2020
322,2020-11-02,District of Columbia,DC,11,124578,34.14285714,11/02/2020
240,2020-11-02,Colorado,CO,8,871309,68.57142857,11/02/2020
1367,2020-11-02,New Mexico,NM,35,367836,46.0,11/02/2020
826,2020-11-02,Massachusetts,MA,25,1171021,45.14285714,11/02/2020
199,2020-11-02,California,CA,6,6663799,68.42857143,11/02/2020
2032,2020-11-02,Wisconsin,WI,55,1887665,35.57142857,11/02/2020
1944,2020-11-02,Vermont,VT,50,16504,38.14285714,11/02/2020
1991,2020-11-02,Washington,WA,53,790978,35.28571429,11/02/2020
1861,2020-11-02,Utah,UT,49,890155,72.28571429,11/02/2020
35,2020-11-02,Alaska,AK,2,124066,31.0,11/02/2020
1450,2020-11-02,New York,NY,36,3657161,12.42857143,11/02/2020
908,2020-11-02,Maine,ME,23,51891,28.85714286,11/02/2020
1408,2020-11-02,Nevada,NV,32,749150,94.0,11/02/2020
1196,2020-11-02,North Dakota,ND,38,359894,27.42857143,11/02/2020
1491,2020-11-02,Ohio,OH,39,1682664,38.85714286,11/02/2020
991,2020-11-02,Minnesota,MN,27,1193795,45.14285714,11/02/2020
281,2020-11-02,Connecticut,CT,9,542129,62.42857143,11/02/2020
117,2020-11-02,Arkansas,AR,5,832426,41.0,11/02/2020
779,2020-11-02,Louisiana,LA,22,1339940,50.14285714,11/02/2020
738,2020-11-02,Kentucky,KY,21,820236,40.0,11/02/2020
1903,2020-11-02,Virginia,VA,51,1323012,18.0,11/02/2020
1073,2020-11-02,Mississippi,MS,28,872304,57.14285714,11/02/2020
409,2020-11-02,Florida,FL,12,5748883,42.0,11/02/2020
1614,2020-11-02,Pennsylvania,PA,42,1570228,53.42857143,11/02/2020
656,2020-11-02,Indiana,IN,18,1407434,40.14285714,11/02/2020
1240,2020-11-02,Nebraska,NE,31,547637,42.28571429,11/02/2020
2073,2020-11-02,West Virginia,WV,54,190165,34.42857143,11/02/2020
1820,2020-11-02,Texas,TX,48,6590508,48.42857143,11/02/2020
1779,2020-11-02,Tennessee,TN,47,1928910,60.71428571,11/02/2020
1738,2020-11-02,South Dakota,SD,46,368126,52.0,11/02/2020
76,2020-11-02,Alabama,AL,1,1404604,3.0,11/02/2020
614,2020-11-02,Illinois,IL,17,3263907,46.14285714,11/02/2020
697,2020-11-02,Kansas,KS,20,670109,40.71428571,11/02/2020
491,2020-11-02,Hawaii,HI,15,110599,9.0,11/02/2020
450,2020-11-02,Georgia,GA,13,2588599,34.57142857,11/02/2020
1281,2020-11-02,New Hampshire,NH,33,84259,43.14285714,11/02/2020
1032,2020-11-02,Missouri,MO,29,1407234,,11/02/2020
1573,2020-11-02,Oregon,OR,41,341146,46.28571429,11/02/2020
1114,2020-11-02,Montana,MT,30,264709,14.85714286,11/02/2020
532,2020-11-02,Iowa,IA,19,938137,34.14285714,11/02/2020
363,2020-11-02,Delaware,DE,10,182517,46.0,11/02/2020
1697,2020-11-02,South Carolina,SC,45,1282154,49.0,11/02/2020
573,2020-11-02,Idaho,ID,16,486944,19.0,11/02/2020
1532,2020-11-02,Oklahoma,OK,40,922386,55.42857143,11/02/2020
1656,2020-11-02,Rhode Island,RI,44,254722,30.85714286,11/02/2020
657,2020-11-09,Indiana,IN,18,1664470,40.28571429,11/09/2020
410,2020-11-09,Florida,FL,12,6010523,38.71428571,11/09/2020
827,2020-11-09,Massachusetts,MA,25,1280562,44.0,11/09/2020
1451,2020-11-09,New York,NY,36,3854476,11.42857143,11/09/2020
2033,2020-11-09,Wisconsin,WI,55,2210846,49.28571429,11/09/2020
1115,2020-11-09,Montana,MT,30,311567,14.71428571,11/09/2020
77,2020-11-09,Alabama,AL,1,1492355,54.42857143,11/09/2020
241,2020-11-09,Colorado,CO,8,1072830,36.0,11/09/2020
36,2020-11-09,Alaska,AK,2,149865,32.57142857,11/09/2020
1282,2020-11-09,New Hampshire,NH,33,97477,22.0,11/09/2020
1780,2020-11-09,Tennessee,TN,47,2115258,37.0,11/09/2020
1945,2020-11-09,Vermont,VT,50,19664,30.28571429,11/09/2020
1197,2020-11-09,North Dakota,ND,38,425043,25.57142857,11/09/2020
451,2020-11-09,Georgia,GA,13,2676319,28.14285714,11/09/2020
533,2020-11-09,Iowa,IA,19,1115210,19.85714286,11/09/2020
1698,2020-11-09,South Carolina,SC,45,1345462,30.57142857,11/09/2020
118,2020-11-09,Arkansas,AR,5,906462,50.42857143,11/09/2020
1156,2020-11-09,North Carolina,NC,37,2142250,26.0,11/09/2020
1368,2020-11-09,New Mexico,NM,35,432189,49.57142857,11/09/2020
1657,2020-11-09,Rhode Island,RI,44,290995,30.0,11/09/2020
1992,2020-11-09,Washington,WA,53,865217,37.42857143,11/09/2020
909,2020-11-09,Maine,ME,23,60148,24.42857143,11/09/2020
1615,2020-11-09,Pennsylvania,PA,42,1779956,54.42857143,11/09/2020
492,2020-11-09,Hawaii,HI,15,115797,9.0,11/09/2020
1327,2020-11-09,New Jersey,NJ,34,1896797,35.42857143,11/09/2020
159,2020-11-09,Arizona,AZ,4,1889836,53.85714286,11/09/2020
615,2020-11-09,Illinois,IL,17,3845371,38.0,11/09/2020
1739,2020-11-09,South Dakota,SD,46,434914,30.5,11/09/2020
1409,2020-11-09,Nevada,NV,32,818618,78.71428571,11/09/2020
1904,2020-11-09,Virginia,VA,51,1396103,11.0,11/09/2020
200,2020-11-09,California,CA,6,7008968,83.14285714,11/09/2020
868,2020-11-09,Maryland,MD,24,1134477,24.85714286,11/09/2020
574,2020-11-09,Idaho,ID,16,548415,30.0,11/09/2020
1241,2020-11-09,Nebraska,NE,31,645696,29.33333333,11/09/2020
951,2020-11-09,Michigan,MI,26,1865207,30.71428571,11/09/2020
1033,2020-11-09,Missouri,MO,29,1610554,,11/09/2020
1074,2020-11-09,Mississippi,MS,28,922714,33.42857143,11/09/2020
1821,2020-11-09,Texas,TX,48,7021204,45.57142857,11/09/2020
282,2020-11-09,Connecticut,CT,9,612846,60.71428571,11/09/2020
780,2020-11-09,Louisiana,LA,22,1401469,28.71428571,11/09/2020
2074,2020-11-09,West Virginia,WV,54,222964,33.42857143,11/09/2020
1574,2020-11-09,Oregon,OR,41,384039,32.85714286,11/09/2020
698,2020-11-09,Kansas,KS,20,791265,33.14285714,11/09/2020
2116,2020-11-09,Wyoming,WY,56,148004,40.14285714,11/09/2020
739,2020-11-09,Kentucky,KY,21,927334,52.14285714,11/09/2020
992,2020-11-09,Minnesota,MN,27,1464012,44.28571429,11/09/2020
1533,2020-11-09,Oklahoma,OK,40,1035730,39.85714286,11/09/2020
323,2020-11-09,District of Columbia,DC,11,130580,27.57142857,11/09/2020
1492,2020-11-09,Ohio,OH,39,1979526,35.0,11/09/2020
1862,2020-11-09,Utah,UT,49,1027261,52.0,11/09/2020
364,2020-11-09,Delaware,DE,10,196414,43.14285714,11/09/2020
740,2020-11-16,Kentucky,KY,21,1061597,17.5,11/16/2020
616,2020-11-16,Illinois,IL,17,4427602,49.28571429,11/16/2020
1410,2020-11-16,Nevada,NV,32,908690,83.57142857,11/16/2020
1740,2020-11-16,South Dakota,SD,46,495894,68.0,11/16/2020
1493,2020-11-16,Ohio,OH,39,2351318,33.42857143,11/16/2020
201,2020-11-16,California,CA,6,7517423,98.42857143,11/16/2020
869,2020-11-16,Maryland,MD,24,1239354,27.57142857,11/16/2020
452,2020-11-16,Georgia,GA,13,2794473,29.14285714,11/16/2020
1822,2020-11-16,Texas,TX,48,7502255,45.57142857,11/16/2020
160,2020-11-16,Arizona,AZ,4,2039242,99.57142857,11/16/2020
1242,2020-11-16,Nebraska,NE,31,760054,39.85714286,11/16/2020
1328,2020-11-16,New Jersey,NJ,34,2083829,41.14285714,11/16/2020
952,2020-11-16,Michigan,MI,26,2231126,42.71428571,11/16/2020
324,2020-11-16,District of Columbia,DC,11,138662,32.42857143,11/16/2020
119,2020-11-16,Arkansas,AR,5,990474,54.42857143,11/16/2020
1699,2020-11-16,South Carolina,SC,45,1420533,37.14285714,11/16/2020
1157,2020-11-16,North Carolina,NC,37,2300591,30.28571429,11/16/2020
534,2020-11-16,Iowa,IA,19,1268816,36.85714286,11/16/2020
1534,2020-11-16,Oklahoma,OK,40,1174562,72.71428571,11/16/2020
1863,2020-11-16,Utah,UT,49,1188140,71.71428571,11/16/2020
1075,2020-11-16,Mississippi,MS,28,981879,43.28571429,11/16/2020
1658,2020-11-16,Rhode Island,RI,44,335514,43.85714286,11/16/2020
1993,2020-11-16,Washington,WA,53,960551,44.42857143,11/16/2020
365,2020-11-16,Delaware,DE,10,215616,34.14285714,11/16/2020
493,2020-11-16,Hawaii,HI,15,120599,37.57142857,11/16/2020
910,2020-11-16,Maine,ME,23,69600,26.85714286,11/16/2020
1034,2020-11-16,Missouri,MO,29,1836353,,11/16/2020
575,2020-11-16,Idaho,ID,16,615133,32.71428571,11/16/2020
1369,2020-11-16,New Mexico,NM,35,534708,48.28571429,11/16/2020
1616,2020-11-16,Pennsylvania,PA,42,2068733,39.71428571,11/16/2020
1116,2020-11-16,Montana,MT,30,371694,46.14285714,11/16/2020
1781,2020-11-16,Tennessee,TN,47,2326463,61.85714286,11/16/2020
37,2020-11-16,Alaska,AK,2,178287,24.42857143,11/16/2020
78,2020-11-16,Alabama,AL,1,1595911,58.71428571,11/16/2020
