,date,Name,state,FIPS,positive,AQI,date_str
55,2020-06-08,Alabama,AL,1,166454,53.0,06/08/2020
342,2020-06-08,Delaware,DE,10,71188,43.0,06/08/2020
1923,2020-06-08,Vermont,VT,50,7773,42.0,06/08/2020
1260,2020-06-08,New Hampshire,NH,33,36493,42.85714286,06/08/2020
758,2020-06-08,Louisiana,LA,22,317183,46.57142857,06/08/2020
635,2020-06-08,Indiana,IN,18,274146,51.28571429,06/08/2020
1882,2020-06-08,Virginia,VA,51,373034,46.0,06/08/2020
1093,2020-06-08,Montana,MT,30,4049,26.28571429,06/08/2020
178,2020-06-08,California,CA,6,996894,42.28571429,06/08/2020
511,2020-06-08,Iowa,IA,19,162758,44.14285714,06/08/2020
1970,2020-06-08,Washington,WA,53,189121,40.42857143,06/08/2020
1219,2020-06-08,Nebraska,NE,31,113846,47.71428571,06/08/2020
1841,2020-06-15,Utah,UT,49,114981,48.71428571,06/15/2020
1971,2020-06-15,Washington,WA,53,209023,31.28571429,06/15/2020
1430,2020-06-15,New York,NY,36,2705729,13.57142857,06/15/2020
847,2020-06-15,Maryland,MD,24,445020,40.85714286,06/15/2020
1388,2020-06-15,Nevada,NV,32,87733,50.57142857,06/15/2020
888,2020-06-15,Maine,ME,23,20312,42.85714286,06/15/2020
179,2020-06-15,California,CA,6,1158277,52.28571429,06/15/2020
636,2020-06-15,Indiana,IN,18,292100,49.14285714,06/15/2020
1594,2020-06-15,Pennsylvania,PA,42,565481,43.28571429,06/15/2020
1347,2020-06-15,New Mexico,NM,35,72100,49.28571429,06/15/2020
1636,2020-06-15,Rhode Island,RI,44,114742,42.0,06/15/2020
471,2020-06-15,Hawaii,HI,15,5388,31.0,06/15/2020
15,2020-06-15,Alaska,AK,2,5102,19.14285714,06/15/2020
1176,2020-06-15,North Dakota,ND,38,22542,36.57142857,06/15/2020
1135,2020-06-15,North Carolina,NC,37,348531,41.28571429,06/15/2020
2095,2020-06-15,Wyoming,WY,56,8126,41.71428571,06/15/2020
1718,2020-06-15,South Dakota,SD,46,43131,32.28571429,06/15/2020
1759,2020-06-15,Tennessee,TN,47,235920,50.42857143,06/15/2020
1220,2020-06-15,Nebraska,NE,31,121631,33.71428571,06/15/2020
512,2020-06-15,Iowa,IA,19,176279,40.0,06/15/2020
1094,2020-06-15,Montana,MT,30,4720,27.42857143,06/15/2020
56,2020-06-15,Alabama,AL,1,201456,46.0,06/15/2020
1261,2020-06-15,New Hampshire,NH,33,38143,43.57142857,06/15/2020
389,2020-06-15,Florida,FL,12,609406,42.0,06/15/2020
1053,2020-06-15,Mississippi,MS,28,145644,45.85714286,06/15/2020
1677,2020-06-15,South Carolina,SC,45,158905,46.0,06/15/2020
430,2020-06-15,Georgia,GA,13,436467,45.14285714,06/15/2020
97,2020-06-15,Arkansas,AR,5,101723,41.14285714,06/15/2020
553,2020-06-15,Idaho,ID,16,26260,48.71428571,06/15/2020
1012,2020-06-15,Missouri,MO,29,120884,43.85714286,06/15/2020
1306,2020-06-15,New Jersey,NJ,34,1179123,44.0,06/15/2020
2012,2020-06-15,Wisconsin,WI,55,188295,40.57142857,06/15/2020
1800,2020-06-15,Texas,TX,48,726914,61.85714286,06/15/2020
971,2020-06-15,Minnesota,MN,27,224498,30.28571429,06/15/2020
138,2020-06-15,Arizona,AZ,4,326927,63.42857143,06/15/2020
594,2020-06-15,Illinois,IL,17,954745,48.0,06/15/2020
930,2020-06-15,Michigan,MI,26,469874,46.0,06/15/2020
2053,2020-06-15,West Virginia,WV,54,17151,44.57142857,06/15/2020
220,2020-06-15,Colorado,CO,8,210796,53.0,06/15/2020
1924,2020-06-15,Vermont,VT,50,8005,39.0,06/15/2020
718,2020-06-15,Kentucky,KY,21,93694,50.42857143,06/15/2020
1471,2020-06-15,Ohio,OH,39,305892,39.57142857,06/15/2020
677,2020-06-15,Kansas,KS,20,83423,40.14285714,06/15/2020
261,2020-06-15,Connecticut,CT,9,319027,48.14285714,06/15/2020
343,2020-06-15,Delaware,DE,10,74233,43.71428571,06/15/2020
1883,2020-06-15,Virginia,VA,51,398039,37.85714286,06/15/2020
806,2020-06-15,Massachusetts,MA,25,746315,31.42857143,06/15/2020
1553,2020-06-15,Oregon,OR,41,46024,16.85714286,06/15/2020
759,2020-06-15,Louisiana,LA,22,342891,43.85714286,06/15/2020
302,2020-06-15,District of Columbia,DC,11,69582,43.71428571,06/15/2020
1512,2020-06-15,Oklahoma,OK,40,67894,55.71428571,06/15/2020
98,2020-06-22,Arkansas,AR,5,128484,40.28571429,06/22/2020
554,2020-06-22,Idaho,ID,16,33952,41.57142857,06/22/2020
595,2020-06-22,Illinois,IL,17,988563,58.14285714,06/22/2020
1842,2020-06-22,Utah,UT,49,139900,54.28571429,06/22/2020
1262,2020-06-22,New Hampshire,NH,33,39546,44.42857143,06/22/2020
1884,2020-06-22,Virginia,VA,51,424196,38.14285714,06/22/2020
1221,2020-06-22,Nebraska,NE,31,128814,34.14285714,06/22/2020
889,2020-06-22,Maine,ME,23,21747,43.42857143,06/22/2020
1972,2020-06-22,Washington,WA,53,235745,26.85714286,06/22/2020
1925,2020-06-22,Vermont,VT,50,8356,44.28571429,06/22/2020
303,2020-06-22,District of Columbia,DC,11,71322,38.42857143,06/22/2020
637,2020-06-22,Indiana,IN,18,308539,42.14285714,06/22/2020
431,2020-06-22,Georgia,GA,13,512761,40.42857143,06/22/2020
1095,2020-06-22,Montana,MT,30,5775,20.0,06/22/2020
513,2020-06-22,Iowa,IA,19,193244,49.28571429,06/22/2020
931,2020-06-22,Michigan,MI,26,484918,44.28571429,06/22/2020
1389,2020-06-22,Nevada,NV,32,111321,58.85714286,06/22/2020
57,2020-06-22,Alabama,AL,1,238249,49.0,06/22/2020
1054,2020-06-22,Mississippi,MS,28,173894,44.71428571,06/22/2020
807,2020-06-22,Massachusetts,MA,25,756835,42.85714286,06/22/2020
1637,2020-06-22,Rhode Island,RI,44,117279,42.42857143,06/22/2020
180,2020-06-22,California,CA,6,1406255,126.7142857,06/22/2020
678,2020-06-22,Kansas,KS,20,93462,39.57142857,06/22/2020
760,2020-06-22,Louisiana,LA,22,380342,51.0,06/22/2020
390,2020-06-22,Florida,FL,12,853055,38.71428571,06/22/2020
1678,2020-06-22,South Carolina,SC,45,213770,42.0,06/22/2020
2054,2020-06-22,West Virginia,WV,54,19032,39.0,06/22/2020
1760,2020-06-22,Tennessee,TN,47,273657,40.57142857,06/22/2020
1136,2020-06-22,North Carolina,NC,37,412791,39.0,06/22/2020
1177,2020-06-22,North Dakota,ND,38,23964,37.0,06/22/2020
1472,2020-06-22,Ohio,OH,39,339985,39.57142857,06/22/2020
1307,2020-06-22,New Jersey,NJ,34,1193733,35.42857143,06/22/2020
16,2020-06-22,Alaska,AK,2,5893,29.0,06/22/2020
139,2020-06-22,Arizona,AZ,4,466223,76.57142857,06/22/2020
1554,2020-06-22,Oregon,OR,41,55024,13.71428571,06/22/2020
972,2020-06-22,Minnesota,MN,27,242414,42.42857143,06/22/2020
2013,2020-06-22,Wisconsin,WI,55,207556,46.57142857,06/22/2020
1431,2020-06-22,New York,NY,36,2737778,16.28571429,06/22/2020
262,2020-06-22,Connecticut,CT,9,322736,43.0,06/22/2020
344,2020-06-22,Delaware,DE,10,77426,38.42857143,06/22/2020
848,2020-06-22,Maryland,MD,24,462717,34.85714286,06/22/2020
1013,2020-06-22,Missouri,MO,29,138225,42.85714286,06/22/2020
1595,2020-06-22,Pennsylvania,PA,42,589881,40.57142857,06/22/2020
472,2020-06-22,Hawaii,HI,15,5957,30.85714286,06/22/2020
221,2020-06-22,Colorado,CO,8,222163,43.57142857,06/22/2020
1801,2020-06-22,Texas,TX,48,960942,73.0,06/22/2020
1719,2020-06-22,South Dakota,SD,46,45809,41.57142857,06/22/2020
1513,2020-06-22,Oklahoma,OK,40,85587,54.14285714,06/22/2020
1348,2020-06-22,New Mexico,NM,35,79838,53.0,06/22/2020
719,2020-06-22,Kentucky,KY,21,103418,38.71428571,06/22/2020
2096,2020-06-22,Wyoming,WY,56,9489,43.14285714,06/22/2020
973,2020-06-29,Minnesota,MN,27,262182,32.85714286,06/29/2020
1055,2020-06-29,Mississippi,MS,28,205518,48.71428571,06/29/2020
1638,2020-06-29,Rhode Island,RI,44,119334,38.85714286,06/29/2020
1555,2020-06-29,Oregon,OR,41,67072,26.28571429,06/29/2020
761,2020-06-29,Louisiana,LA,22,437965,56.28571429,06/29/2020
555,2020-06-29,Idaho,ID,16,46929,43.0,06/29/2020
2055,2020-06-29,West Virginia,WV,54,21861,39.0,06/29/2020
932,2020-06-29,Michigan,MI,26,504461,35.71428571,06/29/2020
1308,2020-06-29,New Jersey,NJ,34,1208739,29.57142857,06/29/2020
1349,2020-06-29,New Mexico,NM,35,89545,56.0,06/29/2020
1473,2020-06-29,Ohio,OH,39,385367,39.85714286,06/29/2020
1679,2020-06-29,South Carolina,SC,45,290164,52.0,06/29/2020
140,2020-06-29,Arizona,AZ,4,636673,98.57142857,06/29/2020
596,2020-06-29,Illinois,IL,17,1027205,48.71428571,06/29/2020
2014,2020-06-29,Wisconsin,WI,55,234304,43.57142857,06/29/2020
263,2020-06-29,Connecticut,CT,9,326859,47.57142857,06/29/2020
391,2020-06-29,Florida,FL,12,1232938,39.42857143,06/29/2020
1014,2020-06-29,Missouri,MO,29,159098,48.85714286,06/29/2020
304,2020-06-29,District of Columbia,DC,11,72961,40.57142857,06/29/2020
99,2020-06-29,Arkansas,AR,5,157342,44.0,06/29/2020
432,2020-06-29,Georgia,GA,13,629629,56.0,06/29/2020
1973,2020-06-29,Washington,WA,53,268727,34.14285714,06/29/2020
58,2020-06-29,Alabama,AL,1,290676,56.42857143,06/29/2020
1263,2020-06-29,New Hampshire,NH,33,40777,42.14285714,06/29/2020
1596,2020-06-29,Pennsylvania,PA,42,620196,42.42857143,06/29/2020
1514,2020-06-29,Oklahoma,OK,40,105408,57.14285714,06/29/2020
1432,2020-06-29,New York,NY,36,2769737,9.142857142999999,06/29/2020
1720,2020-06-29,South Dakota,SD,46,48657,35.14285714,06/29/2020
720,2020-06-29,Kentucky,KY,21,113825,46.14285714,06/29/2020
1843,2020-06-29,Utah,UT,49,167032,50.71428571,06/29/2020
638,2020-06-29,Indiana,IN,18,328619,38.85714286,06/29/2020
1926,2020-06-29,Vermont,VT,50,8633,41.85714286,06/29/2020
1137,2020-06-29,North Carolina,NC,37,488732,44.14285714,06/29/2020
1761,2020-06-29,Tennessee,TN,47,338152,48.28571429,06/29/2020
890,2020-06-29,Maine,ME,23,23483,40.57142857,06/29/2020
1222,2020-06-29,Nebraska,NE,31,136397,33.71428571,06/29/2020
17,2020-06-29,Alaska,AK,2,7434,36.28571429,06/29/2020
1885,2020-06-29,Virginia,VA,51,451077,37.57142857,06/29/2020
1178,2020-06-29,North Dakota,ND,38,25995,36.57142857,06/29/2020
222,2020-06-29,Colorado,CO,8,234903,46.0,06/29/2020
345,2020-06-29,Delaware,DE,10,83055,43.0,06/29/2020
679,2020-06-29,Kansas,KS,20,109081,44.42857143,06/29/2020
473,2020-06-29,Hawaii,HI,15,6686,23.42857143,06/29/2020
808,2020-06-29,Massachusetts,MA,25,766940,34.57142857,06/29/2020
1802,2020-06-29,Texas,TX,48,1275143,63.0,06/29/2020
181,2020-06-29,California,CA,6,1750710,119.7142857,06/29/2020
2097,2020-06-29,Wyoming,WY,56,11048,45.28571429,06/29/2020
849,2020-06-29,Maryland,MD,24,481738,34.28571429,06/29/2020
514,2020-06-29,Iowa,IA,19,213147,41.57142857,06/29/2020
1096,2020-06-29,Montana,MT,30,7822,17.14285714,06/29/2020
1390,2020-06-29,Nevada,NV,32,144910,59.85714286,06/29/2020
1138,2020-07-06,North Carolina,NC,37,570887,40.57142857,07/06/2020
2098,2020-07-06,Wyoming,WY,56,12620,41.42857143,07/06/2020
721,2020-07-06,Kentucky,KY,21,130516,45.71428571,07/06/2020
474,2020-07-06,Hawaii,HI,15,7903,37.57142857,07/06/2020
18,2020-07-06,Alaska,AK,2,9409,28.85714286,07/06/2020
1474,2020-07-06,Ohio,OH,39,439931,37.85714286,07/06/2020
1721,2020-07-06,South Dakota,SD,46,51619,39.57142857,07/06/2020
1309,2020-07-06,New Jersey,NJ,34,1222564,42.42857143,07/06/2020
1179,2020-07-06,North Dakota,ND,38,29089,34.57142857,07/06/2020
305,2020-07-06,District of Columbia,DC,11,75187,39.14285714,07/06/2020
1515,2020-07-06,Oklahoma,OK,40,133460,48.71428571,07/06/2020
1264,2020-07-06,New Hampshire,NH,33,41840,39.42857143,07/06/2020
1056,2020-07-06,Mississippi,MS,28,241701,45.14285714,07/06/2020
2056,2020-07-06,West Virginia,WV,54,27517,38.42857143,07/06/2020
59,2020-07-06,Alabama,AL,1,353508,49.57142857,07/06/2020
762,2020-07-06,Louisiana,LA,22,519796,45.42857143,07/06/2020
433,2020-07-06,Georgia,GA,13,774194,45.28571429,07/06/2020
515,2020-07-06,Iowa,IA,19,237009,38.57142857,07/06/2020
2015,2020-07-06,Wisconsin,WI,55,266823,35.42857143,07/06/2020
1097,2020-07-06,Montana,MT,30,11035,19.85714286,07/06/2020
1886,2020-07-06,Virginia,VA,51,483128,42.85714286,07/06/2020
1223,2020-07-06,Nebraska,NE,31,144242,39.0,07/06/2020
1762,2020-07-06,Tennessee,TN,47,414877,43.0,07/06/2020
100,2020-07-06,Arkansas,AR,5,185988,41.42857143,07/06/2020
264,2020-07-06,Connecticut,CT,9,330721,43.42857143,07/06/2020
556,2020-07-06,Idaho,ID,16,66323,50.28571429,07/06/2020
1015,2020-07-06,Missouri,MO,29,184297,41.42857143,07/06/2020
1680,2020-07-06,South Carolina,SC,45,368886,44.0,07/06/2020
1639,2020-07-06,Rhode Island,RI,44,121074,43.28571429,07/06/2020
223,2020-07-06,Colorado,CO,8,252242,50.28571429,07/06/2020
1433,2020-07-06,New York,NY,36,2801976,16.28571429,07/06/2020
182,2020-07-06,California,CA,6,2130348,153.28571430000002,07/06/2020
141,2020-07-06,Arizona,AZ,4,809492,113.57142859999999,07/06/2020
392,2020-07-06,Florida,FL,12,1691913,35.28571429,07/06/2020
1556,2020-07-06,Oregon,OR,41,80523,39.0,07/06/2020
597,2020-07-06,Illinois,IL,17,1069672,42.14285714,07/06/2020
1844,2020-07-06,Utah,UT,49,196736,75.14285714,07/06/2020
1391,2020-07-06,Nevada,NV,32,181934,89.57142857,07/06/2020
1974,2020-07-06,Washington,WA,53,304854,49.42857143,07/06/2020
850,2020-07-06,Maryland,MD,24,503717,34.85714286,07/06/2020
1927,2020-07-06,Vermont,VT,50,8941,37.42857143,07/06/2020
680,2020-07-06,Kansas,KS,20,128028,36.28571429,07/06/2020
1803,2020-07-06,Texas,TX,48,1675039,71.14285714,07/06/2020
974,2020-07-06,Minnesota,MN,27,286276,35.71428571,07/06/2020
933,2020-07-06,Michigan,MI,26,529543,41.71428571,07/06/2020
346,2020-07-06,Delaware,DE,10,88485,39.71428571,07/06/2020
1350,2020-07-06,New Mexico,NM,35,101636,66.28571429,07/06/2020
809,2020-07-06,Massachusetts,MA,25,777769,45.14285714,07/06/2020
891,2020-07-06,Maine,ME,23,24502,38.14285714,07/06/2020
639,2020-07-06,Indiana,IN,18,352292,47.42857143,07/06/2020
1597,2020-07-06,Pennsylvania,PA,42,655887,40.57142857,07/06/2020
183,2020-07-13,California,CA,6,2558077,68.42857143,07/13/2020
1475,2020-07-13,Ohio,OH,39,505109,43.28571429,07/13/2020
1681,2020-07-13,South Carolina,SC,45,461820,40.0,07/13/2020
1887,2020-07-13,Virginia,VA,51,528012,35.85714286,07/13/2020
640,2020-07-13,Indiana,IN,18,384379,41.0,07/13/2020
1598,2020-07-13,Pennsylvania,PA,42,695266,46.14285714,07/13/2020
1763,2020-07-13,Tennessee,TN,47,515413,47.42857143,07/13/2020
892,2020-07-13,Maine,ME,23,25422,43.0,07/13/2020
598,2020-07-13,Illinois,IL,17,1122512,58.28571429,07/13/2020
763,2020-07-13,Louisiana,LA,22,616362,41.0,07/13/2020
934,2020-07-13,Michigan,MI,26,562810,46.14285714,07/13/2020
306,2020-07-13,District of Columbia,DC,11,77957,44.85714286,07/13/2020
1845,2020-07-13,Utah,UT,49,227761,51.14285714,07/13/2020
1098,2020-07-13,Montana,MT,30,16270,15.14285714,07/13/2020
1975,2020-07-13,Washington,WA,53,343490,51.85714286,07/13/2020
1057,2020-07-13,Mississippi,MS,28,285108,45.14285714,07/13/2020
1392,2020-07-13,Nevada,NV,32,232252,60.85714286,07/13/2020
1265,2020-07-13,New Hampshire,NH,33,43008,43.42857143,07/13/2020
516,2020-07-13,Iowa,IA,19,262790,38.0,07/13/2020
681,2020-07-13,Kansas,KS,20,151153,31.42857143,07/13/2020
434,2020-07-13,Georgia,GA,13,946825,46.42857143,07/13/2020
810,2020-07-13,Massachusetts,MA,25,790498,44.0,07/13/2020
60,2020-07-13,Alabama,AL,1,441637,47.71428571,07/13/2020
1224,2020-07-13,Nebraska,NE,31,154654,59.42857143,07/13/2020
101,2020-07-13,Arkansas,AR,5,221128,36.28571429,07/13/2020
1928,2020-07-13,Vermont,VT,50,9332,43.42857143,07/13/2020
265,2020-07-13,Connecticut,CT,9,334650,55.85714286,07/13/2020
1640,2020-07-13,Rhode Island,RI,44,124222,34.71428571,07/13/2020
975,2020-07-13,Minnesota,MN,27,315053,31.0,07/13/2020
1804,2020-07-13,Texas,TX,48,2132845,65.28571429,07/13/2020
347,2020-07-13,Delaware,DE,10,92937,46.0,07/13/2020
475,2020-07-13,Hawaii,HI,15,9179,25.71428571,07/13/2020
722,2020-07-13,Kentucky,KY,21,152347,40.85714286,07/13/2020
1310,2020-07-13,New Jersey,NJ,34,1235805,46.85714286,07/13/2020
1557,2020-07-13,Oregon,OR,41,96772,31.71428571,07/13/2020
142,2020-07-13,Arizona,AZ,4,962659,74.0,07/13/2020
1180,2020-07-13,North Dakota,ND,38,33525,38.71428571,07/13/2020
2016,2020-07-13,Wisconsin,WI,55,308475,41.0,07/13/2020
851,2020-07-13,Maryland,MD,24,535333,40.28571429,07/13/2020
224,2020-07-13,Colorado,CO,8,274407,49.85714286,07/13/2020
19,2020-07-13,Alaska,AK,2,12279,24.85714286,07/13/2020
2099,2020-07-13,Wyoming,WY,56,14452,50.14285714,07/13/2020
2057,2020-07-13,West Virginia,WV,54,33482,40.71428571,07/13/2020
557,2020-07-13,Idaho,ID,16,91625,38.85714286,07/13/2020
1016,2020-07-13,Missouri,MO,29,219216,36.42857143,07/13/2020
1434,2020-07-13,New York,NY,36,2837945,13.14285714,07/13/2020
1516,2020-07-13,Oklahoma,OK,40,167886,45.28571429,07/13/2020
1351,2020-07-13,New Mexico,NM,35,114871,59.71428571,07/13/2020
1139,2020-07-13,North Carolina,NC,37,668435,46.14285714,07/13/2020
393,2020-07-13,Florida,FL,12,2246891,30.28571429,07/13/2020
1722,2020-07-13,South Dakota,SD,46,54418,37.71428571,07/13/2020
1764,2020-07-20,Tennessee,TN,47,623647,42.57142857,07/20/2020
723,2020-07-20,Kentucky,KY,21,181122,42.57142857,07/20/2020
1599,2020-07-20,Pennsylvania,PA,42,738404,37.71428571,07/20/2020
517,2020-07-20,Iowa,IA,19,287597,34.14285714,07/20/2020
641,2020-07-20,Indiana,IN,18,423588,41.42857143,07/20/2020
225,2020-07-20,Colorado,CO,8,300741,48.28571429,07/20/2020
61,2020-07-20,Alabama,AL,1,530927,43.28571429,07/20/2020
476,2020-07-20,Hawaii,HI,15,10588,22.85714286,07/20/2020
1723,2020-07-20,South Dakota,SD,46,57583,28.85714286,07/20/2020
348,2020-07-20,Delaware,DE,10,98535,43.14285714,07/20/2020
307,2020-07-20,District of Columbia,DC,11,81531,38.28571429,07/20/2020
1140,2020-07-20,North Carolina,NC,37,761893,39.0,07/20/2020
1435,2020-07-20,New York,NY,36,2872494,5.714285714,07/20/2020
1517,2020-07-20,Oklahoma,OK,40,204764,46.0,07/20/2020
1099,2020-07-20,Montana,MT,30,21457,12.28571429,07/20/2020
184,2020-07-20,California,CA,6,3034904,83.14285714,07/20/2020
1181,2020-07-20,North Dakota,ND,38,39236,37.28571429,07/20/2020
1929,2020-07-20,Vermont,VT,50,9698,46.0,07/20/2020
893,2020-07-20,Maine,ME,23,26376,37.85714286,07/20/2020
811,2020-07-20,Massachusetts,MA,25,804816,34.0,07/20/2020
1225,2020-07-20,Nebraska,NE,31,166528,46.42857143,07/20/2020
20,2020-07-20,Alaska,AK,2,16155,12.14285714,07/20/2020
2100,2020-07-20,Wyoming,WY,56,16719,40.71428571,07/20/2020
1393,2020-07-20,Nevada,NV,32,285470,57.57142857,07/20/2020
852,2020-07-20,Maryland,MD,24,573997,31.85714286,07/20/2020
976,2020-07-20,Minnesota,MN,27,346874,38.85714286,07/20/2020
2058,2020-07-20,West Virginia,WV,54,39485,32.71428571,07/20/2020
935,2020-07-20,Michigan,MI,26,595198,42.14285714,07/20/2020
1476,2020-07-20,Ohio,OH,39,570323,40.14285714,07/20/2020
558,2020-07-20,Idaho,ID,16,117414,34.85714286,07/20/2020
1846,2020-07-20,Utah,UT,49,257656,51.42857143,07/20/2020
599,2020-07-20,Illinois,IL,17,1186841,62.28571429,07/20/2020
1558,2020-07-20,Oregon,OR,41,112687,29.0,07/20/2020
1976,2020-07-20,Washington,WA,53,382714,28.85714286,07/20/2020
2017,2020-07-20,Wisconsin,WI,55,354491,49.28571429,07/20/2020
1058,2020-07-20,Mississippi,MS,28,346669,43.85714286,07/20/2020
143,2020-07-20,Arizona,AZ,4,1094419,80.85714286,07/20/2020
764,2020-07-20,Louisiana,LA,22,722546,49.14285714,07/20/2020
394,2020-07-20,Florida,FL,12,2769066,54.42857143,07/20/2020
1266,2020-07-20,New Hampshire,NH,33,44411,42.71428571,07/20/2020
1017,2020-07-20,Missouri,MO,29,273563,34.57142857,07/20/2020
682,2020-07-20,Kansas,KS,20,173041,34.14285714,07/20/2020
1641,2020-07-20,Rhode Island,RI,44,127383,32.42857143,07/20/2020
266,2020-07-20,Connecticut,CT,9,339862,41.42857143,07/20/2020
102,2020-07-20,Arkansas,AR,5,258728,40.85714286,07/20/2020
1888,2020-07-20,Virginia,VA,51,577613,34.71428571,07/20/2020
1352,2020-07-20,New Mexico,NM,35,129315,64.14285714,07/20/2020
1805,2020-07-20,Texas,TX,48,2567733,54.28571429,07/20/2020
435,2020-07-20,Georgia,GA,13,1123263,38.57142857,07/20/2020
1311,2020-07-20,New Jersey,NJ,34,1249166,46.28571429,07/20/2020
1682,2020-07-20,South Carolina,SC,45,547216,26.0,07/20/2020
1930,2020-07-27,Vermont,VT,50,9909,36.14285714,07/27/2020
1559,2020-07-27,Oregon,OR,41,129040,40.0,07/27/2020
1724,2020-07-27,South Dakota,SD,46,61424,23.28571429,07/27/2020
1353,2020-07-27,New Mexico,NM,35,143857,61.71428571,07/27/2020
1141,2020-07-27,North Carolina,NC,37,851908,40.0,07/27/2020
853,2020-07-27,Maryland,MD,24,618115,32.28571429,07/27/2020
559,2020-07-27,Idaho,ID,16,141020,46.57142857,07/27/2020
1018,2020-07-27,Missouri,MO,29,346715,42.85714286,07/27/2020
977,2020-07-27,Minnesota,MN,27,381078,40.85714286,07/27/2020
2101,2020-07-27,Wyoming,WY,56,19054,43.28571429,07/27/2020
21,2020-07-27,Alaska,AK,2,21159,18.0,07/27/2020
103,2020-07-27,Arkansas,AR,5,296362,43.28571429,07/27/2020
1182,2020-07-27,North Dakota,ND,38,45126,49.28571429,07/27/2020
144,2020-07-27,Arizona,AZ,4,1213981,101.7142857,07/27/2020
1436,2020-07-27,New York,NY,36,2904763,18.14285714,07/27/2020
1518,2020-07-27,Oklahoma,OK,40,255183,47.42857143,07/27/2020
349,2020-07-27,Delaware,DE,10,103436,34.14285714,07/27/2020
395,2020-07-27,Florida,FL,12,3235241,33.0,07/27/2020
477,2020-07-27,Hawaii,HI,15,13872,22.42857143,07/27/2020
1312,2020-07-27,New Jersey,NJ,34,1270684,52.85714286,07/27/2020
226,2020-07-27,Colorado,CO,8,327074,43.14285714,07/27/2020
1642,2020-07-27,Rhode Island,RI,44,132787,45.28571429,07/27/2020
724,2020-07-27,Kentucky,KY,21,209806,40.57142857,07/27/2020
1477,2020-07-27,Ohio,OH,39,634256,41.85714286,07/27/2020
2018,2020-07-27,Wisconsin,WI,55,398514,43.85714286,07/27/2020
2059,2020-07-27,West Virginia,WV,54,46125,38.14285714,07/27/2020
936,2020-07-27,Michigan,MI,26,632754,69.28571429,07/27/2020
1059,2020-07-27,Mississippi,MS,28,407988,44.42857143,07/27/2020
308,2020-07-27,District of Columbia,DC,11,84919,38.57142857,07/27/2020
1394,2020-07-27,Nevada,NV,32,336132,76.0,07/27/2020
600,2020-07-27,Illinois,IL,17,1259098,53.71428571,07/27/2020
518,2020-07-27,Iowa,IA,19,310983,38.85714286,07/27/2020
1100,2020-07-27,Montana,MT,30,27437,16.14285714,07/27/2020
1600,2020-07-27,Pennsylvania,PA,42,783409,37.28571429,07/27/2020
894,2020-07-27,Maine,ME,23,27369,30.14285714,07/27/2020
1683,2020-07-27,South Carolina,SC,45,621881,37.0,07/27/2020
1847,2020-07-27,Utah,UT,49,281347,51.71428571,07/27/2020
436,2020-07-27,Georgia,GA,13,1300637,40.0,07/27/2020
1226,2020-07-27,Nebraska,NE,31,180548,44.71428571,07/27/2020
1267,2020-07-27,New Hampshire,NH,33,45917,35.0,07/27/2020
1977,2020-07-27,Washington,WA,53,417774,35.14285714,07/27/2020
683,2020-07-27,Kansas,KS,20,192224,35.14285714,07/27/2020
1765,2020-07-27,Tennessee,TN,47,737143,43.85714286,07/27/2020
642,2020-07-27,Indiana,IN,18,462796,59.14285714,07/27/2020
765,2020-07-27,Louisiana,LA,22,811445,49.57142857,07/27/2020
267,2020-07-27,Connecticut,CT,9,347779,37.14285714,07/27/2020
185,2020-07-27,California,CA,6,3445138,98.42857143,07/27/2020
1889,2020-07-27,Virginia,VA,51,629468,47.57142857,07/27/2020
812,2020-07-27,Massachusetts,MA,25,822731,39.42857143,07/27/2020
1806,2020-07-27,Texas,TX,48,2933609,61.42857143,07/27/2020
62,2020-07-27,Alabama,AL,1,613087,47.42857143,07/27/2020
2060,2020-08-03,West Virginia,WV,54,51931,44.28571429,08/03/2020
1519,2020-08-03,Oklahoma,OK,40,294292,59.57142857,08/03/2020
1766,2020-08-03,Tennessee,TN,47,828882,53.28571429,08/03/2020
1643,2020-08-03,Rhode Island,RI,44,137892,39.85714286,08/03/2020
1807,2020-08-03,Texas,TX,48,3311739,60.28571429,08/03/2020
1313,2020-08-03,New Jersey,NJ,34,1288292,18.0,08/03/2020
1848,2020-08-03,Utah,UT,49,302793,57.28571429,08/03/2020
1601,2020-08-03,Pennsylvania,PA,42,820920,53.42857143,08/03/2020
2019,2020-08-03,Wisconsin,WI,55,440698,66.0,08/03/2020
1183,2020-08-03,North Dakota,ND,38,51252,45.85714286,08/03/2020
1684,2020-08-03,South Carolina,SC,45,685732,44.28571429,08/03/2020
2102,2020-08-03,Wyoming,WY,56,20870,54.28571429,08/03/2020
1227,2020-08-03,Nebraska,NE,31,194225,54.71428571,08/03/2020
1978,2020-08-03,Washington,WA,53,448676,37.85714286,08/03/2020
1478,2020-08-03,Ohio,OH,39,690105,64.28571429,08/03/2020
1268,2020-08-03,New Hampshire,NH,33,47303,45.57142857,08/03/2020
1437,2020-08-03,New York,NY,36,2936925,17.0,08/03/2020
1725,2020-08-03,South Dakota,SD,46,65636,25.71428571,08/03/2020
1890,2020-08-03,Virginia,VA,51,683073,45.85714286,08/03/2020
1560,2020-08-03,Oregon,OR,41,144309,43.14285714,08/03/2020
1931,2020-08-03,Vermont,VT,50,10132,38.14285714,08/03/2020
