State Name,State Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
NE,31,2/23/20,35,Good,PM2.5,31-055-0019,4
NE,31,2/24/20,34,Good,Ozone,31-055-0019,5
NE,31,2/25/20,60,Moderate,SO2,31-055-0057,4
NE,31,2/26/20,33,Good,Ozone,31-055-0019,4
NE,31,2/27/20,29,Good,Ozone,31-055-0052,7
NE,31,2/28/20,23,Good,Ozone,31-055-0019,4
NE,31,2/29/20,33,Good,PM2.5,31-055-0019,4
NE,31,3/1/20,49,Good,SO2,31-055-0057,6
NE,31,3/2/20,31,Good,Ozone,31-055-0053,5
NE,31,3/3/20,33,Good,Ozone,31-055-0028,5
NE,31,3/4/20,34,Good,Ozone,31-055-0028,7
NE,31,3/5/20,64,Moderate,SO2,31-055-0053,5
NE,31,3/6/20,31,Good,Ozone,31-055-0053,5
NE,31,3/7/20,45,Good,Ozone,31-055-0028,6
NE,31,3/8/20,44,Good,Ozone,31-055-0028,5
NE,31,3/9/20,18,Good,Ozone,31-055-0028,5
NE,31,3/10/20,43,Good,PM2.5,31-055-0019,7
NE,31,3/11/20,37,Good,PM2.5,31-055-0019,5
NE,31,3/12/20,31,Good,Ozone,31-055-0028,5
NE,31,3/13/20,32,Good,Ozone,31-055-0053,6
NE,31,3/14/20,33,Good,Ozone,31-055-0028,5
NE,31,3/15/20,31,Good,Ozone,31-055-0053,5
NE,31,3/16/20,32,Good,PM2.5,31-055-0052,6
NE,31,3/17/20,24,Good,Ozone,31-055-0053,5
NE,31,3/18/20,17,Good,PM2.5,31-055-0019,5
NE,31,3/19/20,29,Good,Ozone,31-055-0028,6
NE,31,3/20/20,33,Good,Ozone,31-055-0053,5
NE,31,3/21/20,34,Good,Ozone,31-055-0028,5
NE,31,3/22/20,25,Good,PM2.5,31-055-0052,7
NE,31,3/23/20,18,Good,Ozone,31-055-0053,5
NE,31,3/24/20,24,Good,PM2.5,31-055-0019,5
NE,31,3/25/20,33,Good,PM2.5,31-055-0019,5
NE,31,3/26/20,25,Good,PM2.5,31-055-0019,5
NE,31,3/27/20,32,Good,PM2.5,31-055-0019,5
NE,31,3/28/20,31,Good,Ozone,31-055-0028,7
NE,31,3/29/20,38,Good,Ozone,31-055-0028,5
NE,31,3/30/20,39,Good,Ozone,31-055-0028,5
NE,31,3/31/20,50,Good,PM2.5,31-055-0019,6
NE,31,4/1/20,45,Good,PM2.5,31-055-0019,5
NE,31,4/2/20,31,Good,Ozone,31-055-0028,5
NE,31,4/3/20,29,Good,Ozone,31-055-0053,7
NE,31,4/4/20,32,Good,Ozone,31-055-0028,5
NE,31,4/5/20,36,Good,Ozone,31-055-0028,5
NE,31,4/6/20,42,Good,PM2.5,31-055-0019,6
NE,31,4/7/20,38,Good,Ozone,31-055-0028,5
NE,31,4/8/20,62,Moderate,SO2,31-055-0057,5
NE,31,4/9/20,41,Good,PM10,31-055-0028,6
NE,31,4/10/20,70,Moderate,PM2.5,31-055-0019,5
NE,31,4/11/20,93,Moderate,PM2.5,31-055-0019,5
NE,31,4/12/20,74,Moderate,SO2,31-055-0057,6
NE,31,4/13/20,37,Good,Ozone,31-055-0019,5
NE,31,4/14/20,38,Good,Ozone,31-055-0028,5
NE,31,4/15/20,42,Good,Ozone,31-055-0028,6
NE,31,4/16/20,31,Good,Ozone,31-055-0028,5
NE,31,4/17/20,40,Good,Ozone,31-055-0053,5
NE,31,4/18/20,43,Good,Ozone,31-055-0028,6
NE,31,4/19/20,35,Good,Ozone,31-055-0028,5
NE,31,4/20/20,36,Good,Ozone,31-055-0028,5
NE,31,4/21/20,39,Good,Ozone,31-055-0028,6
NE,31,4/22/20,47,Good,Ozone,31-055-0028,5
NE,31,4/23/20,44,Good,Ozone,31-055-0028,5
NE,31,4/24/20,45,Good,PM2.5,31-055-0052,6
NE,31,4/25/20,37,Good,Ozone,31-055-0028,5
NE,31,4/26/20,41,Good,Ozone,31-055-0028,5
NE,31,4/27/20,49,Good,Ozone,31-055-0028,6
NE,31,4/28/20,41,Good,Ozone,31-055-0028,5
NE,31,4/29/20,77,Moderate,SO2,31-055-0057,5
NE,31,4/30/20,49,Good,Ozone,31-055-0028,6
NE,31,5/1/20,61,Moderate,Ozone,31-055-0028,5
NE,31,5/2/20,35,Good,Ozone,31-055-0028,5
NE,31,5/3/20,48,Good,Ozone,31-055-0028,6
NE,31,5/4/20,23,Good,Ozone,31-055-0028,5
NE,31,5/5/20,30,Good,Ozone,31-055-0028,5
NE,31,5/6/20,27,Good,Ozone,31-055-0053,6
NE,31,5/7/20,30,Good,Ozone,31-055-0028,5
NE,31,5/8/20,35,Good,Ozone,31-055-0028,5
NE,31,5/9/20,40,Good,Ozone,31-055-0028,6
NE,31,5/10/20,38,Good,Ozone,31-055-0028,5
NE,31,5/11/20,36,Good,Ozone,31-055-0028,5
NE,31,5/12/20,38,Good,Ozone,31-055-0053,6
NE,31,5/13/20,25,Good,Ozone,31-055-0028,5
NE,31,5/14/20,31,Good,PM2.5,31-055-0019,5
NE,31,5/15/20,43,Good,Ozone,31-055-0028,6
NE,31,5/16/20,40,Good,Ozone,31-055-0028,5
NE,31,5/17/20,32,Good,Ozone,31-055-0028,5
NE,31,5/18/20,30,Good,Ozone,31-055-0028,6
NE,31,5/19/20,28,Good,Ozone,31-055-0028,5
NE,31,5/20/20,26,Good,Ozone,31-055-0028,4
NE,31,5/21/20,30,Good,Ozone,31-055-0028,5
NE,31,5/22/20,31,Good,Ozone,31-055-0028,4
NE,31,5/23/20,49,Good,Ozone,31-055-0028,4
NE,31,5/24/20,38,Good,Ozone,31-055-0028,5
NE,31,5/25/20,34,Good,PM2.5,31-055-0019,4
NE,31,5/26/20,27,Good,Ozone,31-055-0028,4
NE,31,5/27/20,29,Good,Ozone,31-055-0019,5
NE,31,5/28/20,51,Moderate,Ozone,31-055-0028,4
NE,31,5/29/20,42,Good,Ozone,31-055-0019,4
NE,31,5/30/20,27,Good,PM2.5,31-055-0019,5
NE,31,5/31/20,39,Good,Ozone,31-055-0028,4
NE,31,6/1/20,58,Moderate,Ozone,31-055-0019,5
NE,31,6/2/20,51,Moderate,Ozone,31-055-0019,6
NE,31,6/3/20,61,Moderate,Ozone,31-055-0019,4
NE,31,6/4/20,64,Moderate,Ozone,31-055-0019,4
NE,31,6/5/20,87,Moderate,Ozone,31-055-0019,5
NE,31,6/6/20,47,Good,Ozone,31-055-0019,4
NE,31,6/7/20,45,Good,Ozone,31-055-0019,4
NE,31,6/8/20,61,Moderate,Ozone,31-055-0019,4
NE,31,6/9/20,37,Good,Ozone,31-055-0019,3
NE,31,6/10/20,41,Good,Ozone,31-055-0019,3
NE,31,6/11/20,44,Good,Ozone,31-055-0019,4
NE,31,6/12/20,47,Good,Ozone,31-055-0019,3
NE,31,6/13/20,58,Moderate,Ozone,31-055-0019,3
NE,31,6/14/20,49,Good,Ozone,31-055-0019,5
NE,31,6/15/20,49,Good,Ozone,31-055-0019,3
NE,31,6/16/20,54,Moderate,PM2.5,31-055-0019,3
NE,31,6/17/20,53,Moderate,PM2.5,31-055-0019,4
NE,31,6/18/20,45,Good,PM2.5,31-055-0019,4
NE,31,6/19/20,31,Good,Ozone,31-055-0019,5
NE,31,6/20/20,49,Good,Ozone,31-055-0019,6
NE,31,6/21/20,43,Good,Ozone,31-055-0019,5
NE,31,6/22/20,38,Good,Ozone,31-055-0019,5
NE,31,6/23/20,40,Good,Ozone,31-055-0019,5
NE,31,6/24/20,44,Good,Ozone,31-055-0019,4
NE,31,6/25/20,47,Good,Ozone,31-055-0019,4
NE,31,6/26/20,61,Moderate,Ozone,31-055-0019,5
NE,31,6/27/20,47,Good,Ozone,31-055-0019,4
NE,31,6/28/20,80,Moderate,PM2.5,31-055-0019,4
NE,31,6/29/20,64,Moderate,PM2.5,31-055-0019,5
NE,31,6/30/20,56,Moderate,PM2.5,31-055-0019,4
NE,31,7/1/20,48,Good,Ozone,31-055-0019,5
NE,31,7/2/20,36,Good,Ozone,31-055-0019,7
NE,31,7/3/20,54,Moderate,PM2.5,31-055-0019,5
NE,31,7/4/20,137,Unhealthy for Sensitive Groups,PM2.5,31-055-0019,5
NE,31,7/5/20,156,Unhealthy,PM2.5,31-055-0052,6
NE,31,7/6/20,59,Moderate,PM2.5,31-055-0019,5
NE,31,7/7/20,49,Good,PM2.5,31-055-0019,5
NE,31,7/8/20,45,Good,PM2.5,31-055-0019,7
NE,31,7/9/20,44,Good,Ozone,31-055-0019,5
NE,31,7/10/20,44,Good,Ozone,31-055-0019,5
NE,31,7/11/20,47,Good,Ozone,31-055-0019,6
NE,31,7/12/20,41,Good,Ozone,31-055-0019,5
NE,31,7/13/20,44,Good,Ozone,31-055-0019,5
NE,31,7/14/20,51,Moderate,Ozone,31-055-0019,7
NE,31,7/15/20,33,Good,Ozone,31-055-0019,5
NE,31,7/16/20,39,Good,Ozone,31-055-0019,5
NE,31,7/17/20,55,Moderate,PM2.5,31-055-0019,6
NE,31,7/18/20,59,Moderate,PM2.5,31-055-0019,5
NE,31,7/19/20,43,Good,Ozone,31-055-0019,5
NE,31,7/20/20,34,Good,Ozone,31-055-0019,7
NE,31,7/21/20,43,Good,Ozone,31-055-0019,5
NE,31,7/22/20,42,Good,Ozone,31-055-0019,5
NE,31,7/23/20,36,Good,Ozone,31-055-0028,6
NE,31,7/24/20,34,Good,PM2.5,31-055-0019,5
NE,31,7/25/20,32,Good,PM2.5,31-055-0019,5
NE,31,7/26/20,29,Good,Ozone,31-055-0028,7
NE,31,7/27/20,34,Good,Ozone,31-055-0019,5
NE,31,7/28/20,36,Good,Ozone,31-055-0019,5
NE,31,7/29/20,28,Good,Ozone,31-055-0028,6
NE,31,7/30/20,31,Good,Ozone,31-055-0028,5
NE,31,7/31/20,31,Good,Ozone,31-055-0019,5
NE,31,8/1/20,34,Good,PM2.5,31-055-0019,7
NE,31,8/2/20,23,Good,Ozone,31-055-0019,5
NE,31,8/3/20,27,Good,Ozone,31-055-0019,5
NE,31,8/4/20,35,Good,Ozone,31-055-0019,6
NE,31,8/5/20,31,Good,Ozone,31-055-0028,5
NE,31,8/6/20,37,Good,PM2.5,31-055-0019,5
NE,31,8/7/20,39,Good,PM2.5,31-055-0052,7
NE,31,8/8/20,46,Good,PM2.5,31-055-0019,5
NE,31,8/9/20,37,Good,PM2.5,31-055-0019,5
NE,31,8/10/20,37,Good,Ozone,31-055-0019,6
NE,31,8/11/20,36,Good,Ozone,31-055-0028,5
NE,31,8/12/20,37,Good,PM2.5,31-055-0019,5
NE,31,8/13/20,32,Good,Ozone,31-055-0028,7
NE,31,8/14/20,40,Good,PM2.5,31-055-0019,5
NE,31,8/15/20,36,Good,Ozone,31-055-0028,5
NE,31,8/16/20,37,Good,PM2.5,31-055-0019,6
NE,31,8/17/20,29,Good,Ozone,31-055-0019,5
NE,31,8/18/20,42,Good,PM2.5,31-055-0019,5
NE,31,8/19/20,36,Good,PM10,31-055-0028,7
NE,31,8/20/20,39,Good,PM2.5,31-055-0019,5
NE,31,8/21/20,43,Good,PM2.5,31-055-0019,5
NE,31,8/22/20,47,Good,Ozone,31-055-0052,6
NE,31,8/23/20,50,Good,Ozone,31-055-0019,5
NE,31,8/24/20,48,Good,Ozone,31-055-0019,5
NE,31,8/25/20,60,Moderate,PM2.5,31-055-0019,7
NE,31,8/26/20,53,Moderate,PM2.5,31-055-0019,5
NE,31,8/27/20,38,Good,Ozone,31-055-0019,5
NE,31,8/28/20,45,Good,Ozone,31-055-0019,6
NE,31,8/29/20,32,Good,PM2.5,31-055-0019,5
NE,31,8/30/20,39,Good,PM2.5,31-055-0019,5
NE,31,8/31/20,32,Good,Ozone,31-055-0019,7
NE,31,9/1/20,30,Good,PM2.5,31-055-0019,4
NE,31,9/2/20,44,Good,Ozone,31-055-0019,4
NE,31,9/3/20,49,Good,SO2,31-055-0057,5
NE,31,9/4/20,38,Good,Ozone,31-055-0019,4
NE,31,9/5/20,50,Good,PM2.5,31-055-0019,4
NE,31,9/6/20,38,Good,Ozone,31-055-0019,7
NE,31,9/7/20,30,Good,PM10,31-055-0019,4
NE,31,9/8/20,18,Good,Ozone,31-055-0019,5
NE,31,9/9/20,17,Good,Ozone,31-055-0028,6
NE,31,9/10/20,15,Good,PM2.5,31-055-0019,5
NE,31,9/11/20,22,Good,PM2.5,31-055-0019,5
NE,31,9/12/20,30,Good,PM2.5,31-055-0019,7
NE,31,9/13/20,46,Good,PM2.5,31-055-0019,5
NE,31,9/14/20,35,Good,PM2.5,31-055-0019,5
NE,31,9/15/20,43,Good,PM2.5,31-055-0019,6
NE,31,9/16/20,55,Moderate,PM2.5,31-055-0019,5
NE,31,9/17/20,39,Good,PM2.5,31-055-0019,5
NE,31,9/18/20,32,Good,PM10,31-055-0054,6
NE,31,9/19/20,42,Good,PM2.5,31-055-0019,5
NE,31,9/20/20,53,Moderate,PM2.5,31-055-0019,5
NE,31,9/21/20,48,Good,PM2.5,31-055-0019,6
NE,31,9/22/20,56,Moderate,PM2.5,31-055-0019,5
NE,31,9/23/20,28,Good,PM2.5,31-055-0019,5
NE,31,9/24/20,38,Good,PM10,31-055-0019,7
NE,31,9/25/20,46,Good,PM10,31-055-0019,4
NE,31,9/26/20,57,Moderate,PM10,31-055-0019,4
NE,31,9/27/20,25,Good,Ozone,31-055-0019,6
NE,31,9/28/20,46,Good,SO2,31-055-0053,5
NE,31,9/29/20,30,Good,Ozone,31-055-0053,5
NE,31,9/30/20,53,Moderate,PM10,31-055-0028,7
NE,31,10/1/20,5,Good,CO,31-055-0056,2
NV,32,1/1/20,157,Unhealthy,PM2.5,32-003-0561,11
NV,32,1/2/20,41,Good,NO2,32-003-0540,11
NV,32,1/3/20,59,Moderate,PM2.5,32-003-1501,11
NV,32,1/4/20,76,Moderate,PM2.5,32-003-0540,11
NV,32,1/5/20,92,Moderate,PM2.5,32-003-0561,11
NV,32,1/6/20,54,Moderate,PM2.5,32-003-0561,11
NV,32,1/7/20,60,Moderate,PM2.5,32-003-0561,11
NV,32,1/8/20,48,Good,PM2.5,32-003-0540,11
NV,32,1/9/20,41,Good,NO2,32-003-0540,11
NV,32,1/10/20,40,Good,NO2,32-003-1502,11
NV,32,1/11/20,68,Moderate,PM2.5,32-003-0561,11
NV,32,1/12/20,60,Moderate,PM2.5,32-003-0561,11
NV,32,1/13/20,63,Moderate,PM2.5,32-003-0540,11
NV,32,1/14/20,60,Moderate,PM2.5,32-003-0561,11
NV,32,1/15/20,74,Moderate,PM2.5,32-003-0561,11
NV,32,1/16/20,70,Moderate,PM2.5,32-003-0561,11
NV,32,1/17/20,42,Good,NO2,32-003-0561,11
NV,32,1/18/20,56,Moderate,PM2.5,32-003-0561,11
NV,32,1/19/20,53,Moderate,PM2.5,32-003-0561,11
NV,32,1/20/20,41,Good,NO2,32-003-1502,11
NV,32,1/21/20,43,Good,PM2.5,32-003-0540,11
NV,32,1/22/20,58,Moderate,PM2.5,32-003-0561,11
NV,32,1/23/20,76,Moderate,PM2.5,32-003-0561,11
NV,32,1/24/20,63,Moderate,PM2.5,32-003-0561,11
NV,32,1/25/20,80,Moderate,PM2.5,32-003-0561,11
NV,32,1/26/20,65,Moderate,PM2.5,32-003-0561,11
NV,32,1/27/20,41,Good,Ozone,32-003-0071,11
NV,32,1/28/20,47,Good,NO2,32-003-1501,11
NV,32,1/29/20,44,Good,PM2.5,32-003-1501,11
NV,32,1/30/20,42,Good,NO2,32-003-1501,11
NV,32,1/31/20,56,Moderate,PM2.5,32-003-0561,11
NV,32,2/1/20,85,Moderate,PM2.5,32-003-0561,11
NV,32,2/2/20,87,Moderate,PM10,32-003-0540,11
NV,32,2/3/20,53,Moderate,PM10,32-003-0540,11
NV,32,2/4/20,38,Good,Ozone,32-003-1019,11
NV,32,2/5/20,40,Good,NO2,32-003-0561,11
NV,32,2/6/20,56,Moderate,PM2.5,32-003-0561,11
NV,32,2/7/20,66,Moderate,PM2.5,32-003-0561,11
NV,32,2/8/20,72,Moderate,PM2.5,32-003-0540,11
NV,32,2/9/20,41,Good,Ozone,32-003-0043,11
NV,32,2/10/20,40,Good,Ozone,32-003-0601,11
NV,32,2/11/20,41,Good,Ozone,32-003-0071,11
NV,32,2/12/20,55,Moderate,PM2.5,32-003-0540,11
NV,32,2/13/20,53,Moderate,PM2.5,32-003-0561,11
NV,32,2/14/20,61,Moderate,PM2.5,32-003-0561,11
NV,32,2/15/20,66,Moderate,PM2.5,32-003-0540,11
NV,32,2/16/20,68,Moderate,PM2.5,32-003-0561,11
NV,32,2/17/20,52,Moderate,PM2.5,32-003-0561,11
NV,32,2/18/20,41,Good,NO2,32-003-1502,11
NV,32,2/19/20,43,Good,PM2.5,32-003-0561,11
NV,32,2/20/20,40,Good,NO2,32-003-0601,11
NV,32,2/21/20,52,Moderate,PM2.5,32-003-0561,11
NV,32,2/22/20,51,Moderate,PM2.5,32-003-0540,11
NV,32,2/23/20,37,Good,Ozone,32-003-0601,11
NV,32,2/24/20,40,Good,PM2.5,32-003-0540,11
NV,32,2/25/20,42,Good,Ozone,32-003-0601,11
NV,32,2/26/20,41,Good,NO2,32-003-1501,11
NV,32,2/27/20,56,Moderate,PM2.5,32-003-0561,11
NV,32,2/28/20,49,Good,PM2.5,32-003-0540,11
NV,32,2/29/20,56,Moderate,PM2.5,32-003-0540,11
NV,32,3/1/20,44,Good,Ozone,32-003-0601,11
NV,32,3/2/20,41,Good,Ozone,32-003-0601,11
NV,32,3/3/20,39,Good,Ozone,32-003-0601,11
NV,32,3/4/20,40,Good,NO2,32-003-1501,11
NV,32,3/5/20,49,Good,PM2.5,32-003-0540,11
NV,32,3/6/20,47,Good,NO2,32-003-1501,11
NV,32,3/7/20,47,Good,Ozone,32-003-0298,11
NV,32,3/8/20,44,Good,Ozone,32-003-0601,11
NV,32,3/9/20,42,Good,Ozone,32-003-0298,11
NV,32,3/10/20,38,Good,Ozone,32-003-0601,11
NV,32,3/11/20,34,Good,Ozone,32-003-0075,11
NV,32,3/12/20,34,Good,Ozone,32-003-0075,11
NV,32,3/13/20,37,Good,Ozone,32-003-0298,11
NV,32,3/14/20,43,Good,Ozone,32-003-0043,11
NV,32,3/15/20,46,Good,Ozone,32-003-0043,11
NV,32,3/16/20,44,Good,Ozone,32-003-0298,10
NV,32,3/17/20,48,Good,Ozone,32-003-0043,10
NV,32,3/18/20,43,Good,Ozone,32-003-0075,11
NV,32,3/19/20,44,Good,Ozone,32-003-0298,11
NV,32,3/20/20,43,Good,Ozone,32-003-0043,11
NV,32,3/21/20,49,Good,Ozone,32-003-0043,11
NV,32,3/22/20,47,Good,Ozone,32-003-0043,11
NV,32,3/23/20,44,Good,Ozone,32-003-0075,11
NV,32,3/24/20,46,Good,Ozone,32-003-0601,11
NV,32,3/25/20,47,Good,Ozone,32-003-0601,11
NV,32,3/26/20,44,Good,Ozone,32-003-1019,10
NV,32,3/27/20,43,Good,Ozone,32-003-0601,11
NV,32,3/28/20,46,Good,Ozone,32-003-1019,11
NV,32,3/29/20,48,Good,Ozone,32-003-0075,11
NV,32,3/30/20,49,Good,Ozone,32-003-0075,11
NV,32,3/31/20,51,Moderate,Ozone,32-003-0075,11
NV,32,4/1/20,46,Good,Ozone,32-003-0075,14
NV,32,4/2/20,45,Good,Ozone,32-003-0298,12
NV,32,4/3/20,48,Good,Ozone,32-003-0043,13
NV,32,4/4/20,49,Good,Ozone,32-003-0043,14
NV,32,4/5/20,43,Good,Ozone,32-003-0601,14
NV,32,4/6/20,40,Good,Ozone,32-003-0022,14
NV,32,4/7/20,39,Good,Ozone,32-003-0022,14
NV,32,4/8/20,43,Good,Ozone,32-003-0043,14
NV,32,4/9/20,44,Good,Ozone,32-003-0075,13
NV,32,4/10/20,44,Good,Ozone,32-003-0043,14
NV,32,4/11/20,45,Good,Ozone,32-003-0022,14
NV,32,4/12/20,41,Good,Ozone,32-003-1019,14
NV,32,4/13/20,49,Good,Ozone,32-003-0601,14
NV,32,4/14/20,47,Good,Ozone,32-003-0043,14
NV,32,4/15/20,44,Good,Ozone,32-003-0298,14
NV,32,4/16/20,61,Moderate,Ozone,32-003-0043,14
NV,32,4/17/20,48,Good,Ozone,32-003-0043,14
NV,32,4/18/20,49,Good,Ozone,32-003-0043,14
NV,32,4/19/20,51,Moderate,Ozone,32-003-0043,14
NV,32,4/20/20,54,Moderate,Ozone,32-003-0043,14
NV,32,4/21/20,49,Good,Ozone,32-003-0298,14
NV,32,4/22/20,50,Good,Ozone,32-003-0601,15
NV,32,4/23/20,67,Moderate,Ozone,32-003-0043,15
NV,32,4/24/20,67,Moderate,Ozone,32-003-0043,15
NV,32,4/25/20,58,Moderate,Ozone,32-003-0043,15
NV,32,4/26/20,54,Moderate,Ozone,32-003-0601,15
NV,32,4/27/20,67,Moderate,Ozone,32-003-0298,15
NV,32,4/28/20,67,Moderate,Ozone,32-003-0043,15
NV,32,4/29/20,58,Moderate,Ozone,32-003-0298,15
NV,32,4/30/20,71,Moderate,Ozone,32-003-0298,15
NV,32,5/1/20,51,Moderate,Ozone,32-003-0298,15
NV,32,5/2/20,67,Moderate,Ozone,32-003-0601,15
NV,32,5/3/20,51,Moderate,Ozone,32-003-0075,15
NV,32,5/4/20,54,Moderate,Ozone,32-003-1019,15
NV,32,5/5/20,84,Moderate,Ozone,32-003-0043,15
NV,32,5/6/20,126,Unhealthy for Sensitive Groups,Ozone,32-003-0071,15
NV,32,5/7/20,67,Moderate,Ozone,32-003-1019,15
NV,32,5/8/20,77,Moderate,Ozone,32-003-0043,15
NV,32,5/9/20,112,Unhealthy for Sensitive Groups,Ozone,32-003-0043,15
NV,32,5/10/20,74,Moderate,Ozone,32-003-0043,15
NV,32,5/11/20,87,Moderate,Ozone,32-003-0298,15
NV,32,5/12/20,50,Good,Ozone,32-003-7772,15
NV,32,5/13/20,58,Moderate,Ozone,32-003-0022,15
NV,32,5/14/20,71,Moderate,Ozone,32-003-0075,15
NV,32,5/15/20,84,Moderate,Ozone,32-003-0043,15
NV,32,5/16/20,54,Moderate,Ozone,32-003-0043,15
NV,32,5/17/20,58,Moderate,Ozone,32-003-7772,15
NV,32,5/18/20,51,Moderate,Ozone,32-003-0023,15
NV,32,5/19/20,49,Good,Ozone,32-003-0075,15
NV,32,5/20/20,49,Good,Ozone,32-003-0601,15
NV,32,5/21/20,71,Moderate,Ozone,32-003-0298,15
NV,32,5/22/20,93,Moderate,Ozone,32-003-0023,15
NV,32,5/23/20,50,Good,Ozone,32-003-0601,15
NV,32,5/24/20,47,Good,Ozone,32-003-0043,15
NV,32,5/25/20,44,Good,Ozone,32-003-1019,15
NV,32,5/26/20,87,Moderate,Ozone,32-003-0075,15
NV,32,5/27/20,80,Moderate,Ozone,32-003-0075,15
NV,32,5/28/20,119,Unhealthy for Sensitive Groups,Ozone,32-003-0043,15
NV,32,5/29/20,54,Moderate,Ozone,32-003-0043,15
NV,32,5/30/20,67,Moderate,Ozone,32-003-7772,15
NV,32,5/31/20,64,Moderate,Ozone,32-003-0043,15
NV,32,6/1/20,61,Moderate,Ozone,32-003-0298,15
NV,32,6/2/20,54,Moderate,Ozone,32-003-0043,14
NV,32,6/3/20,67,Moderate,Ozone,32-003-0043,14
NV,32,6/4/20,74,Moderate,Ozone,32-003-0075,14
NV,32,6/5/20,61,Moderate,Ozone,32-003-7772,14
NV,32,6/6/20,50,Good,Ozone,32-003-0601,14
NV,32,6/7/20,54,Moderate,PM10,32-003-0298,14
NV,32,6/8/20,39,Good,Ozone,32-003-0298,14
NV,32,6/9/20,49,Good,Ozone,32-003-1019,14
NV,32,6/10/20,44,Good,Ozone,32-003-0043,14
NV,32,6/11/20,54,Moderate,Ozone,32-003-0601,14
NV,32,6/12/20,100,Moderate,Ozone,32-003-0043,14
NV,32,6/13/20,51,Moderate,Ozone,32-003-0023,14
NV,32,6/14/20,64,Moderate,Ozone,32-003-0075,14
NV,32,6/15/20,74,Moderate,Ozone,32-003-1019,14
NV,32,6/16/20,58,Moderate,Ozone,32-003-0601,14
NV,32,6/17/20,67,Moderate,Ozone,32-003-0298,13
NV,32,6/18/20,74,Moderate,Ozone,32-003-0043,14
NV,32,6/19/20,80,Moderate,Ozone,32-003-0075,14
NV,32,6/20/20,97,Moderate,Ozone,32-003-0298,14
NV,32,6/21/20,90,Moderate,Ozone,32-003-0075,14
NV,32,6/22/20,126,Unhealthy for Sensitive Groups,Ozone,32-003-0075,14
NV,32,6/23/20,77,Moderate,Ozone,32-003-0043,14
NV,32,6/24/20,84,Moderate,Ozone,32-003-7772,14
NV,32,6/25/20,93,Moderate,Ozone,32-003-7772,14
NV,32,6/26/20,108,Unhealthy for Sensitive Groups,Ozone,32-003-0043,14
NV,32,6/27/20,80,Moderate,Ozone,32-003-0075,14
NV,32,6/28/20,107,Unhealthy for Sensitive Groups,PM10,32-003-0540,14
NV,32,6/29/20,54,Moderate,Ozone,32-003-0298,14
NV,32,6/30/20,64,Moderate,Ozone,32-003-0075,14
NV,32,7/1/20,71,Moderate,Ozone,32-003-0075,14
NV,32,7/2/20,77,Moderate,Ozone,32-003-0075,14
NV,32,7/3/20,48,Good,Ozone,32-003-0601,14
NV,32,7/4/20,61,Moderate,PM2.5,32-003-0561,14
NV,32,7/5/20,58,Moderate,PM2.5,32-003-0561,14
NV,32,7/6/20,71,Moderate,Ozone,32-003-0043,14
NV,32,7/7/20,71,Moderate,Ozone,32-003-1019,14
NV,32,7/8/20,105,Unhealthy for Sensitive Groups,Ozone,32-003-0043,14
NV,32,7/9/20,126,Unhealthy for Sensitive Groups,Ozone,32-003-7772,14
NV,32,7/10/20,93,Moderate,Ozone,32-003-7772,14
NV,32,7/11/20,61,Moderate,Ozone,32-003-0075,14
NV,32,7/12/20,49,Good,Ozone,32-003-0071,14
NV,32,7/13/20,54,Moderate,Ozone,32-003-0043,14
NV,32,7/14/20,49,Good,Ozone,32-003-7772,14
NV,32,7/15/20,67,Moderate,Ozone,32-003-0075,14
NV,32,7/16/20,51,Moderate,Ozone,32-003-7772,14
NV,32,7/17/20,44,Good,Ozone,32-003-7772,14
NV,32,7/18/20,58,Moderate,Ozone,32-003-0071,14
NV,32,7/19/20,50,Good,Ozone,32-003-0071,14
NV,32,7/20/20,67,Moderate,Ozone,32-003-0071,14
NV,32,7/21/20,77,Moderate,Ozone,32-003-0071,13
NV,32,7/22/20,58,Moderate,Ozone,32-003-7772,14
NV,32,7/23/20,54,Moderate,Ozone,32-003-0071,14
NV,32,7/24/20,49,Good,Ozone,32-003-7772,14
NV,32,7/25/20,64,Moderate,Ozone,32-003-0075,14
NV,32,7/26/20,51,Moderate,Ozone,32-003-0071,14
NV,32,7/27/20,49,Good,Ozone,32-003-0075,14
NV,32,7/28/20,80,Moderate,Ozone,32-003-0075,14
NV,32,7/29/20,77,Moderate,Ozone,32-003-0071,14
NV,32,7/30/20,77,Moderate,Ozone,32-003-0601,14
NV,32,7/31/20,67,Moderate,Ozone,32-003-1019,14
NV,32,8/1/20,87,Moderate,Ozone,32-003-0075,14
NV,32,8/2/20,80,Moderate,Ozone,32-003-0023,14
NV,32,8/3/20,140,Unhealthy for Sensitive Groups,Ozone,32-003-0071,14
NV,32,8/4/20,93,Moderate,Ozone,32-003-7772,14
NV,32,8/5/20,74,Moderate,Ozone,32-003-0601,14
NV,32,8/6/20,67,Moderate,Ozone,32-003-0071,14
NV,32,8/7/20,105,Unhealthy for Sensitive Groups,Ozone,32-003-7772,14
NV,32,8/8/20,93,Moderate,Ozone,32-003-0071,14
NV,32,8/9/20,77,Moderate,Ozone,32-003-0075,14
NV,32,8/10/20,77,Moderate,Ozone,32-003-0075,14
NV,32,8/11/20,58,Moderate,Ozone,32-003-0071,14
NV,32,8/12/20,64,Moderate,Ozone,32-003-7772,14
