State Name,Date,concat,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,COVID,,,state,date,concat,positive
AL,8/11/20,AL.44143,56,Moderate,PM2.5,01-073-0023,9,not in list,,,PR,3/23/20,PR.3/23/20,634
AL,8/12/20,AL.44173,58,Moderate,Ozone,01-073-1010,9,not in list,,,NV,3/23/20,NV.3/23/20,3909
AL,8/13/20,AL.8/13/20,49,Good,Ozone,01-073-6002,9,not in list,,,AR,3/23/20,AR.3/23/20,2517
AL,8/14/20,AL.8/14/20,40,Good,PM2.5,01-073-6004,9,not in list,,,DE,3/23/20,DE.3/23/20,1209
AL,8/15/20,AL.8/15/20,39,Good,Ozone,01-073-1010,9,not in list,,,OH,3/23/20,OH.3/23/20,8264
AL,8/16/20,AL.8/16/20,59,Moderate,PM2.5,01-073-2003,9,not in list,,,DC,3/23/20,DC.3/23/20,1865
AL,8/17/20,AL.8/17/20,55,Moderate,PM2.5,01-073-6004,9,793360,,,KY,3/23/20,KY.3/23/20,1862
AL,8/18/20,AL.8/18/20,97,Moderate,Ozone,01-073-1005,9,not in list,,,NJ,3/23/20,NJ.3/23/20,64924
AL,8/19/20,AL.8/19/20,67,Moderate,Ozone,01-073-1005,9,not in list,,,SD,3/23/20,SD.3/23/20,434
AL,8/20/20,AL.8/20/20,47,Good,Ozone,01-073-1003,9,not in list,,,CA,3/23/20,CA.3/23/20,28140
AL,8/21/20,AL.8/21/20,43,Good,Ozone,01-073-1010,9,not in list,,,ND,3/23/20,ND.3/23/20,469
AL,8/22/20,AL.8/22/20,48,Good,PM2.5,01-073-6004,9,not in list,,,AZ,3/23/20,AZ.3/23/20,5069
AL,8/23/20,AL.8/23/20,52,Moderate,PM2.5,01-073-2003,9,not in list,,,TN,3/23/20,TN.3/23/20,8355
AL,8/24/20,AL.8/24/20,56,Moderate,PM2.5,01-073-1010,9,854886,,,FL,3/23/20,FL.3/23/20,19021
AL,8/25/20,AL.8/25/20,25,Good,PM2.5,01-073-2003,9,not in list,,,MA,3/23/20,MA.3/23/20,22935
AL,8/26/20,AL.8/26/20,65,Moderate,PM2.5,01-073-2003,9,not in list,,,NC,3/23/20,NC.3/23/20,5583
AL,8/27/20,AL.8/27/20,50,Good,PM2.5,01-073-2003,9,not in list,,,AS,3/23/20,AS.3/23/20,0
AL,8/28/20,AL.8/28/20,24,Good,Ozone,01-073-1010,8,not in list,,,KS,3/23/20,KS.3/23/20,1542
AL,8/29/20,AL.8/29/20,48,Good,PM2.5,01-073-2003,9,not in list,,,LA,3/23/20,LA.3/23/20,19114
AL,8/30/20,AL.8/30/20,36,Good,PM2.5,01-073-2003,9,not in list,,,WA,3/23/20,WA.3/23/20,36946
AL,8/31/20,AL.8/31/20,46,Good,PM2.5,01-073-2003,9,912623,,,SC,3/23/20,SC.3/23/20,3872
AL,9/1/20,AL.43839,3,Good,CO,01-073-2059,2,not in list,,,AL,3/23/20,AL.3/23/20,3952
AK,1/1/20,AK.43831,26,Good,PM2.5,02-020-0018,3,not in list,,,WI,3/23/20,WI.3/23/20,6799
AK,1/2/20,AK.43862,28,Good,PM2.5,02-020-0018,3,not in list,,,MT,3/23/20,MT.3/23/20,732
AK,1/3/20,AK.43891,52,Moderate,PM2.5,02-020-0018,3,not in list,,,MD,3/23/20,MD.3/23/20,5770
AK,1/4/20,AK.43922,91,Moderate,PM2.5,02-020-0018,3,not in list,,,OK,3/23/20,OK.3/23/20,2127
AK,1/5/20,AK.43952,67,Moderate,PM2.5,02-020-0018,3,not in list,,,OH,3/30/20,OH.3/30/20,23192
AK,1/6/20,AK.43983,61,Moderate,PM2.5,02-020-0018,3,not in list,,,VI,3/30/20,VI.3/30/20,256
AK,1/7/20,AK.44013,53,Moderate,PM2.5,02-020-0018,3,not in list,,,WI,3/30/20,WI.3/30/20,15694
AK,1/8/20,AK.44044,51,Moderate,PM2.5,02-020-0018,3,not in list,,,AR,3/30/20,AR.3/30/20,4902
AK,1/9/20,AK.44075,56,Moderate,PM2.5,02-020-0018,3,not in list,,,NY,3/30/20,NY.3/30/20,721175
AK,1/10/20,AK.44105,74,Moderate,PM2.5,02-020-0018,3,not in list,,,DE,3/30/20,DE.3/30/20,3469
AK,1/11/20,AK.44136,79,Moderate,PM2.5,02-020-0018,3,not in list,,,PA,3/30/20,PA.3/30/20,60591
AK,1/12/20,AK.44166,34,Good,PM2.5,02-020-0018,3,not in list,,,OK,3/30/20,OK.3/30/20,6889
AK,1/13/20,AK.1/13/20,25,Good,PM2.5,02-020-0018,3,not in list,,,MP,3/30/20,MP.3/30/20,48
AK,1/14/20,AK.1/14/20,40,Good,PM2.5,02-020-0018,3,not in list,,,HI,3/30/20,HI.3/30/20,1996
AK,1/15/20,AK.1/15/20,58,Moderate,PM2.5,02-020-0018,3,not in list,,,CT,3/30/20,CT.3/30/20,33280
AK,1/16/20,AK.1/16/20,60,Moderate,PM2.5,02-020-0018,3,not in list,,,NC,3/30/20,NC.3/30/20,14889
AK,1/17/20,AK.1/17/20,71,Moderate,PM2.5,02-020-0018,3,not in list,,,DC,3/30/20,DC.3/30/20,5488
AK,1/18/20,AK.1/18/20,54,Moderate,PM2.5,02-020-0018,3,not in list,,,AZ,3/30/20,AZ.3/30/20,12813
AK,1/19/20,AK.1/19/20,43,Good,PM2.5,02-020-0018,3,not in list,,,OR,3/30/20,OR.3/30/20,6350
AK,1/20/20,AK.1/20/20,15,Good,PM2.5,02-020-0018,3,not in list,,,GU,3/30/20,GU.3/30/20,630
AK,1/21/20,AK.1/21/20,40,Good,PM2.5,02-020-0018,3,not in list,,,FL,3/30/20,FL.3/30/20,61842
AK,1/22/20,AK.1/22/20,19,Good,PM2.5,02-020-0018,3,not in list,,,VT,3/30/20,VT.3/30/20,2877
AK,1/23/20,AK.1/23/20,19,Good,PM2.5,02-020-0018,3,not in list,,,WA,3/30/20,WA.3/30/20,56345
AK,1/24/20,AK.1/24/20,56,Moderate,PM2.5,02-020-0018,3,not in list,,,MS,3/30/20,MS.3/30/20,9376
AK,1/25/20,AK.1/25/20,48,Good,PM2.5,02-020-0018,3,not in list,,,NE,3/30/20,NE.3/30/20,2000
AK,1/26/20,AK.1/26/20,62,Moderate,PM2.5,02-020-0018,3,not in list,,,MT,3/30/20,MT.3/30/20,1712
AK,1/27/20,AK.1/27/20,26,Good,PM2.5,02-020-0018,3,not in list,,,WV,3/30/20,WV.3/30/20,1758
AK,1/28/20,AK.1/28/20,37,Good,PM2.5,02-020-0018,3,not in list,,,MO,3/30/20,MO.3/30/20,14235
AK,1/29/20,AK.1/29/20,31,Good,PM2.5,02-020-0018,3,not in list,,,GA,3/30/20,GA.3/30/20,39867
AK,1/30/20,AK.1/30/20,40,Good,PM2.5,02-020-0018,3,not in list,,,MN,3/30/20,MN.3/30/20,7769
AK,1/31/20,AK.1/31/20,32,Good,PM2.5,02-020-0018,3,not in list,,,IA,3/30/20,IA.3/30/20,4959
AK,2/1/20,AK.43832,53,Moderate,PM2.5,02-020-0018,3,not in list,,,AK,3/30/20,AK.3/30/20,1125
AK,2/2/20,AK.43863,25,Good,PM2.5,02-020-0018,3,not in list,,,WY,3/30/20,WY.3/30/20,1145
AK,2/3/20,AK.43892,17,Good,PM2.5,02-020-0018,3,not in list,,,IN,3/30/20,IN.3/30/20,24508
AK,2/4/20,AK.43923,25,Good,PM2.5,02-020-0018,3,not in list,,,NH,3/30/20,NH.3/30/20,3453
AK,2/5/20,AK.43953,22,Good,PM2.5,02-020-0018,3,not in list,,,NV,3/30/20,NV.3/30/20,10895
AK,2/6/20,AK.43984,17,Good,PM2.5,02-020-0018,3,not in list,,,NJ,3/30/20,NJ.3/30/20,209155
AK,2/7/20,AK.44014,34,Good,PM2.5,02-020-0018,3,not in list,,,MD,3/30/20,MD.3/30/20,19513
AK,2/8/20,AK.44045,13,Good,PM2.5,02-020-0018,3,not in list,,,AL,3/30/20,AL.3/30/20,10067
AK,2/9/20,AK.44076,15,Good,PM2.5,02-020-0018,3,not in list,,,RI,3/30/20,RI.3/30/20,6271
AK,2/10/20,AK.44106,16,Good,PM2.5,02-020-0018,3,not in list,,,SC,3/30/20,SC.3/30/20,11499
AK,2/11/20,AK.44137,16,Good,PM2.5,02-020-0018,3,not in list,,,TN,3/30/20,TN.3/30/20,21590
AK,2/12/20,AK.44167,15,Good,PM2.5,02-020-0018,3,not in list,,,CA,3/30/20,CA.3/30/20,75329
AK,2/13/20,AK.2/13/20,32,Good,PM2.5,02-020-0018,3,not in list,,,KY,3/30/20,KY.3/30/20,5224
AK,2/14/20,AK.2/14/20,36,Good,PM2.5,02-020-0018,3,not in list,,,MA,3/30/20,MA.3/30/20,71108
AK,2/15/20,AK.2/15/20,33,Good,PM2.5,02-020-0018,3,not in list,,,AS,3/30/20,AS.3/30/20,0
AK,2/16/20,AK.2/16/20,44,Good,PM2.5,02-020-0018,3,not in list,,,SD,3/30/20,SD.3/30/20,1329
AK,2/17/20,AK.2/17/20,7,Good,PM2.5,02-020-0018,3,not in list,,,NM,3/30/20,NM.3/30/20,3429
AK,2/18/20,AK.2/18/20,5,Good,CO,02-020-0018,3,not in list,,,LA,3/30/20,LA.3/30/20,71481
AK,2/19/20,AK.2/19/20,10,Good,CO,02-020-0018,3,not in list,,,KS,3/30/20,KS.3/30/20,4372
AK,2/20/20,AK.2/20/20,13,Good,PM2.5,02-020-0018,3,not in list,,,ME,3/30/20,ME.3/30/20,2880
AK,2/21/20,AK.2/21/20,14,Good,PM2.5,02-020-0018,3,not in list,,,TX,3/30/20,TX.3/30/20,37460
AK,2/22/20,AK.2/22/20,15,Good,PM2.5,02-020-0018,3,not in list,,,ND,3/30/20,ND.3/30/20,1206
AK,2/23/20,AK.2/23/20,28,Good,PM2.5,02-020-0018,3,not in list,,,PR,3/30/20,PR.3/30/20,2659
AK,2/24/20,AK.2/24/20,37,Good,PM2.5,02-020-0018,3,not in list,,,VA,3/30/20,VA.3/30/20,14374
AK,2/25/20,AK.2/25/20,26,Good,PM2.5,02-020-0018,3,not in list,,,MI,3/30/20,MI.3/30/20,156679
AK,2/26/20,AK.2/26/20,30,Good,PM2.5,02-020-0018,3,not in list,,,UT,3/30/20,UT.3/30/20,8927
AK,2/27/20,AK.2/27/20,40,Good,PM2.5,02-020-0018,3,not in list,,,ID,3/30/20,ID.3/30/20,5691
AK,2/28/20,AK.2/28/20,52,Moderate,PM2.5,02-020-0018,3,not in list,,,CO,3/30/20,CO.3/30/20,28896
AK,2/29/20,AK.2/29/20,25,Good,PM2.5,02-020-0018,3,not in list,,,IL,3/30/20,IL.3/30/20,63448
AK,3/1/20,AK.43833,17,Good,PM2.5,02-020-0018,3,not in list,,,TN,4/6/20,TN.43986,34028
AK,3/2/20,AK.43864,13,Good,CO,02-020-0018,3,0,,,VI,4/6/20,VI.43986,337
AK,3/3/20,AK.43893,18,Good,PM2.5,02-020-0018,3,not in list,,,WI,4/6/20,WI.43986,25317
AK,3/4/20,AK.43924,15,Good,PM2.5,02-020-0018,3,not in list,,,MA,4/6/20,MA.43986,146458
AK,3/5/20,AK.43954,28,Good,PM2.5,02-020-0018,3,not in list,,,AZ,4/6/20,AZ.43986,22065
AK,3/6/20,AK.43985,42,Good,PM2.5,02-020-0018,3,not in list,,,KY,4/6/20,KY.43986,10692
AK,3/7/20,AK.44015,13,Good,PM2.5,02-020-0018,3,not in list,,,VA,4/6/20,VA.43986,31627
AK,3/8/20,AK.44046,13,Good,PM2.5,02-020-0018,3,not in list,,,NC,4/6/20,NC.43986,27854
AK,3/9/20,AK.44077,11,Good,PM2.5,02-020-0018,3,0,,,OH,4/6/20,OH.43986,41149
AK,3/10/20,AK.44107,13,Good,PM2.5,02-020-0018,3,not in list,,,LA,4/6/20,LA.43986,132475
AK,3/11/20,AK.44138,33,Good,PM10,02-020-0045,3,not in list,,,KS,4/6/20,KS.43986,8199
AK,3/12/20,AK.44168,41,Good,PM10,02-020-0045,3,not in list,,,AS,4/6/20,AS.43986,0
AK,3/13/20,AK.3/13/20,49,Good,PM2.5,02-020-0018,3,not in list,,,PA,4/6/20,PA.43986,137692
AK,3/14/20,AK.3/14/20,51,Moderate,PM2.5,02-020-0018,3,not in list,,,DE,4/6/20,DE.43986,8972
AK,3/15/20,AK.3/15/20,45,Good,PM2.5,02-020-0018,3,not in list,,,SD,4/6/20,SD.43986,3920
AK,3/16/20,AK.3/16/20,44,Good,PM2.5,02-020-0018,3,114,,,MN,4/6/20,MN.43986,12017
AK,3/17/20,AK.3/17/20,38,Good,PM2.5,02-020-0018,3,not in list,,,IA,4/6/20,IA.43986,9658
AK,3/18/20,AK.3/18/20,33,Good,PM2.5,02-020-0018,3,not in list,,,ME,4/6/20,ME.43986,4149
AK,3/19/20,AK.3/19/20,41,Good,PM2.5,02-020-0018,3,not in list,,,WA,4/6/20,WA.43986,71907
AK,3/20/20,AK.3/20/20,24,Good,PM2.5,02-020-0018,3,not in list,,,IL,4/6/20,IL.43986,124993
AK,3/21/20,AK.3/21/20,20,Good,PM2.5,02-020-0018,3,not in list,,,GU,4/6/20,GU.43986,903
AK,3/22/20,AK.3/22/20,15,Good,PM2.5,02-020-0018,3,not in list,,,MP,4/6/20,MP.43986,74
AK,3/23/20,AK.3/23/20,46,Good,PM2.5,02-020-0018,3,547,,,VT,4/6/20,VT.43986,4694
AK,3/24/20,AK.3/24/20,45,Good,PM2.5,02-020-0018,3,not in list,,,RI,4/6/20,RI.43986,17573
AK,3/25/20,AK.3/25/20,41,Good,PM2.5,02-020-0018,3,not in list,,,MS,4/6/20,MS.43986,17012
AK,3/26/20,AK.3/26/20,16,Good,PM10,02-020-1004,2,not in list,,,GA,4/6/20,GA.43986,78694
AK,3/27/20,AK.3/27/20,30,Good,PM10,02-020-1004,2,not in list,,,UT,4/6/20,UT.43986,14534
AK,3/28/20,AK.3/28/20,26,Good,PM10,02-020-1004,2,not in list,,,IN,4/6/20,IN.43986,48307
AK,3/29/20,AK.3/29/20,34,Good,PM10,02-020-1004,2,not in list,,,TX,4/6/20,TX.43986,79467
AK,3/30/20,AK.3/30/20,36,Good,PM10,02-020-1004,2,1125,,,OK,4/6/20,OK.43986,12381
AK,3/31/20,AK.3/31/20,42,Good,PM10,02-020-1004,2,not in list,,,MD,4/6/20,MD.43986,47908
AK,4/1/20,AK.43834,24,Good,PM10,02-020-1004,3,not in list,,,MI,4/6/20,MI.43986,209644
AK,4/2/20,AK.43865,10,Good,PM2.5,02-020-0018,3,not in list,,,PR,4/6/20,PR.43986,5189
AK,4/3/20,AK.43894,15,Good,PM2.5,02-020-0018,3,not in list,,,HI,4/6/20,HI.43986,3124
AK,4/4/20,AK.43925,19,Good,PM2.5,02-020-0018,3,not in list,,,AL,4/6/20,AL.43986,20675
AK,4/5/20,AK.43955,20,Good,PM10,02-020-0045,3,not in list,,,MO,4/6/20,MO.43986,26274
AK,4/6/20,AK.43986,41,Good,PM10,02-020-0045,3,1726,,,MT,4/6/20,MT.43986,2528
AK,4/7/20,AK.44016,47,Good,PM10,02-020-0045,3,not in list,,,ID,4/6/20,ID.43986,9194
AK,4/8/20,AK.44047,29,Good,PM10,02-020-0045,3,not in list,,,SC,4/6/20,SC.43986,20671
AK,4/9/20,AK.44078,28,Good,PM10,02-020-1004,3,not in list,,,FL,4/6/20,FL.43986,113768
AK,4/10/20,AK.44108,37,Good,PM10,02-020-1004,3,not in list,,,ND,4/6/20,ND.43986,1967
AK,4/11/20,AK.44139,30,Good,PM10,02-020-1004,3,not in list,,,OR,4/6/20,OR.43986,9544
AK,4/12/20,AK.44169,23,Good,PM2.5,02-020-0018,3,not in list,,,NJ,4/6/20,NJ.43986,382053
AK,4/13/20,AK.4/13/20,17,Good,PM2.5,02-020-0018,3,2141,,,DC,4/6/20,DC.43986,11442
AK,4/14/20,AK.4/14/20,19,Good,PM10,02-020-1004,3,not in list,,,WY,4/6/20,WY.43986,2259
AK,4/15/20,AK.4/15/20,22,Good,PM10,02-020-0045,3,not in list,,,AR,4/6/20,AR.43986,8152
AK,4/16/20,AK.4/16/20,11,Good,PM2.5,02-020-0018,3,not in list,,,NH,4/6/20,NH.43986,5909
AK,4/17/20,AK.4/17/20,26,Good,PM10,02-020-0045,3,not in list,,,AK,4/6/20,AK.43986,1726
AK,4/18/20,AK.4/18/20,26,Good,PM10,02-020-1004,3,not in list,,,NE,4/6/20,NE.43986,4473
AK,4/19/20,AK.4/19/20,24,Good,PM10,02-020-1004,3,not in list,,,NM,4/6/20,NM.43986,7605
AK,4/20/20,AK.4/20/20,6,Good,PM10,02-020-1004,3,2365,,,CO,4/6/20,CO.43986,45683
AK,4/21/20,AK.4/21/20,12,Good,PM10,02-020-1004,2,not in list,,,CA,4/6/20,CA.43986,135360
AK,4/22/20,AK.4/22/20,27,Good,PM10,02-020-0045,3,not in list,,,NV,4/6/20,NV.43986,17952
AK,4/23/20,AK.4/23/20,18,Good,PM10,02-020-1004,3,not in list,,,CT,4/6/20,CT.43986,72810
AK,4/24/20,AK.4/24/20,22,Good,PM10,02-020-1004,3,not in list,,,NY,4/6/20,NY.43986,1182811
AK,4/25/20,AK.4/25/20,37,Good,PM10,02-020-1004,3,not in list,,,WV,4/6/20,WV.43986,3765
AK,4/26/20,AK.4/26/20,24,Good,PM2.5,02-020-0018,3,not in list,,,CA,4/13/20,CA.4/13/20,191746
AK,4/27/20,AK.4/27/20,63,Moderate,PM10,02-020-0045,3,2528,,,TN,4/13/20,TN.4/13/20,45823
AK,4/28/20,AK.4/28/20,56,Moderate,PM10,02-020-0045,3,not in list,,,GA,4/13/20,GA.4/13/20,116990
AK,4/29/20,AK.4/29/20,42,Good,PM10,02-020-0045,3,not in list,,,MA,4/13/20,MA.4/13/20,244459
AK,4/30/20,AK.4/30/20,42,Good,PM10,02-020-0045,3,not in list,,,VI,4/13/20,VI.4/13/20,363
AK,5/1/20,AK.43835,30,Good,PM10,02-020-0045,3,not in list,,,AR,4/13/20,AR.4/13/20,11807
AK,5/2/20,AK.43866,41,Good,PM2.5,02-020-0018,3,not in list,,,NC,4/13/20,NC.4/13/20,40868
AK,5/3/20,AK.43895,25,Good,PM10,02-020-0045,3,not in list,,,DC,4/13/20,DC.4/13/20,17467
AK,5/4/20,AK.43926,18,Good,PM10,02-020-0045,3,2632,,,VT,4/13/20,VT.4/13/20,5534
AK,5/5/20,AK.43956,26,Good,PM10,02-020-0045,3,not in list,,,MI,4/13/20,MI.4/13/20,253001
AK,5/6/20,AK.43987,33,Good,PM10,02-020-0045,3,not in list,,,HI,4/13/20,HI.4/13/20,3799
AK,5/7/20,AK.44017,28,Good,PM10,02-020-0045,3,not in list,,,KS,4/13/20,KS.4/13/20,11838
AK,5/8/20,AK.44048,26,Good,PM10,02-020-0045,3,not in list,,,AL,4/13/20,AL.4/13/20,31381
AK,5/9/20,AK.44079,23,Good,PM10,02-020-0045,3,not in list,,,WA,4/13/20,WA.4/13/20,85278
AK,5/10/20,AK.44109,28,Good,PM2.5,02-020-0018,3,not in list,,,NY,4/13/20,NY.4/13/20,1594943
AK,5/11/20,AK.44140,38,Good,PM10,02-020-0045,3,2739,,,ME,4/13/20,ME.4/13/20,5716
AK,5/12/20,AK.44170,19,Good,PM10,02-020-0045,3,not in list,,,IL,4/13/20,IL.4/13/20,192173
AK,5/13/20,AK.5/13/20,30,Good,PM10,02-020-0045,3,not in list,,,OK,4/13/20,OK.4/13/20,17118
AK,5/14/20,AK.5/14/20,34,Good,PM10,02-020-0045,3,not in list,,,CO,4/13/20,CO.4/13/20,63212
AK,5/15/20,AK.5/15/20,33,Good,PM10,02-020-0045,3,not in list,,,FL,4/13/20,FL.4/13/20,159222
AK,5/16/20,AK.5/16/20,18,Good,PM10,02-020-0045,3,not in list,,,CT,4/13/20,CT.4/13/20,115611
AK,5/17/20,AK.5/17/20,15,Good,PM10,02-020-0045,3,not in list,,,UT,4/13/20,UT.4/13/20,19655
AK,5/18/20,AK.5/18/20,25,Good,PM10,02-020-0045,3,2846,,,MT,4/13/20,MT.4/13/20,2932
AK,5/19/20,AK.5/19/20,13,Good,PM10,02-020-0045,3,not in list,,,MO,4/13/20,MO.4/13/20,36966
AK,5/20/20,AK.5/20/20,17,Good,PM10,02-020-0045,3,not in list,,,WV,4/13/20,WV.4/13/20,5385
AK,5/21/20,AK.5/21/20,14,Good,PM10,02-020-0045,3,not in list,,,AZ,4/13/20,AZ.4/13/20,31221
AK,5/22/20,AK.5/22/20,13,Good,PM10,02-020-0045,3,not in list,,,NJ,4/13/20,NJ.4/13/20,549165
AK,5/23/20,AK.5/23/20,9,Good,PM10,02-020-0045,3,not in list,,,AK,4/13/20,AK.4/13/20,2141
AK,5/24/20,AK.5/24/20,6,Good,PM2.5,02-020-0018,3,not in list,,,MP,4/13/20,MP.4/13/20,94
AK,5/25/20,AK.5/25/20,13,Good,PM2.5,02-020-0018,3,3054,,,WY,4/13/20,WY.4/13/20,2865
AK,5/26/20,AK.5/26/20,11,Good,PM10,02-020-0045,3,not in list,,,VA,4/13/20,VA.4/13/20,52631
AK,5/27/20,AK.5/27/20,15,Good,PM10,02-020-1004,3,not in list,,,IN,4/13/20,IN.4/13/20,70715
AK,5/28/20,AK.5/28/20,19,Good,PM10,02-020-1004,3,not in list,,,ND,4/13/20,ND.4/13/20,3273
AK,5/29/20,AK.5/29/20,27,Good,PM10,02-020-0045,3,not in list,,,GU,4/13/20,GU.4/13/20,931
AK,5/30/20,AK.5/30/20,27,Good,PM2.5,02-020-0018,3,not in list,,,LA,4/13/20,LA.4/13/20,161150
AK,5/31/20,AK.5/31/20,9,Good,PM2.5,02-020-0018,3,not in list,,,NM,4/13/20,NM.4/13/20,11813
AK,6/1/20,AK.43836,18,Good,PM10,02-020-0045,3,3702,,,MN,4/13/20,MN.4/13/20,18532
AK,6/2/20,AK.43867,16,Good,PM10,02-020-0045,3,not in list,,,NE,4/13/20,NE.4/13/20,7689
AK,6/3/20,AK.43896,13,Good,PM10,02-020-0045,3,not in list,,,WI,4/13/20,WI.4/13/20,33716
AK,6/4/20,AK.43927,13,Good,PM10,02-020-0045,3,not in list,,,MS,4/13/20,MS.4/13/20,26624
AK,6/5/20,AK.43957,19,Good,PM10,02-020-0045,3,not in list,,,ID,4/13/20,ID.4/13/20,11108
AK,6/6/20,AK.43988,21,Good,PM2.5,02-020-0018,3,not in list,,,OH,4/13/20,OH.4/13/20,67335
AK,6/7/20,AK.44018,13,Good,PM2.5,02-020-0018,3,not in list,,,PR,4/13/20,PR.4/13/20,7591
AK,6/8/20,AK.44049,8,Good,PM2.5,02-020-0018,3,4411,,,RI,4/13/20,RI.4/13/20,32039
AK,6/9/20,AK.44080,13,Good,PM2.5,02-020-0018,3,not in list,,,SD,4/13/20,SD.4/13/20,9740
AK,6/10/20,AK.44110,17,Good,PM10,02-020-0045,3,not in list,,,SC,4/13/20,SC.4/13/20,27796
AK,6/11/20,AK.44141,11,Good,PM10,02-020-0045,3,not in list,,,OR,4/13/20,OR.4/13/20,12527
AK,6/12/20,AK.44171,17,Good,PM2.5,02-020-0018,3,not in list,,,MD,4/13/20,MD.4/13/20,80682
AK,6/13/20,AK.6/13/20,14,Good,PM2.5,02-020-0018,3,not in list,,,AS,4/13/20,AS.4/13/20,0
AK,6/14/20,AK.6/14/20,9,Good,PM10,02-020-0045,3,not in list,,,NH,4/13/20,NH.4/13/20,8606
AK,6/15/20,AK.6/15/20,15,Good,PM10,02-020-0045,3,5102,,,IA,4/13/20,IA.4/13/20,16941
AK,6/16/20,AK.6/16/20,19,Good,PM10,02-020-1004,3,not in list,,,KY,4/13/20,KY.4/13/20,17167
AK,6/17/20,AK.6/17/20,15,Good,PM10,02-020-0045,3,not in list,,,TX,4/13/20,TX.4/13/20,120583
AK,6/18/20,AK.6/18/20,14,Good,PM10,02-020-0045,3,not in list,,,PA,4/13/20,PA.4/13/20,205596
AK,6/19/20,AK.6/19/20,10,Good,PM2.5,02-020-0018,3,not in list,,,DE,4/13/20,DE.4/13/20,15779
AK,6/20/20,AK.6/20/20,10,Good,PM2.5,02-020-0018,3,not in list,,,NV,4/13/20,NV.4/13/20,24328
AK,6/21/20,AK.6/21/20,8,Good,PM10,02-020-0045,3,not in list,,,WY,4/20/20,WY.4/20/20,3327
AK,6/22/20,AK.6/22/20,10,Good,PM10,02-020-0045,3,5893,,,NJ,4/20/20,NJ.4/20/20,716186
AK,6/23/20,AK.6/23/20,8,Good,PM10,02-020-0045,3,not in list,,,WA,4/20/20,WA.4/20/20,97912
AK,6/24/20,AK.6/24/20,10,Good,PM10,02-020-0045,3,not in list,,,ME,4/20/20,ME.4/20/20,6725
AK,6/25/20,AK.6/25/20,12,Good,PM10,02-020-0045,3,not in list,,,GA,4/20/20,GA.4/20/20,154289
AK,6/26/20,AK.6/26/20,13,Good,PM10,02-020-0045,2,not in list,,,AL,4/20/20,AL.4/20/20,41212
AK,6/27/20,AK.6/27/20,11,Good,PM10,02-020-0045,2,not in list,,,IN,4/20/20,IN.4/20/20,96622
AK,6/28/20,AK.6/28/20,7,Good,PM10,02-020-0045,2,not in list,,,NV,4/20/20,NV.4/20/20,30455
AK,6/29/20,AK.6/29/20,13,Good,PM10,02-020-0045,2,7434,,,NE,4/20/20,NE.4/20/20,15488
AK,6/30/20,AK.6/30/20,13,Good,PM10,02-020-0045,3,not in list,,,OK,4/20/20,OK.4/20/20,21565
AK,7/1/20,AK.43837,2,Good,CO,02-020-0018,1,not in list,,,MT,4/20/20,MT.4/20/20,3104
AZ,1/1/20,AZ.43831,199,Unhealthy,PM2.5,04-013-0019,28,not in list,,,MS,4/20/20,MS.4/20/20,37920
AZ,1/2/20,AZ.43862,76,Moderate,PM2.5,04-013-9812,28,not in list,,,CT,4/20/20,CT.4/20/20,164970
AZ,1/3/20,AZ.43891,68,Moderate,PM2.5,04-013-9997,28,not in list,,,AR,4/20/20,AR.4/20/20,18496
AZ,1/4/20,AZ.43922,88,Moderate,PM2.5,04-013-0019,28,not in list,,,RI,4/20/20,RI.4/20/20,49521
AZ,1/5/20,AZ.43952,86,Moderate,PM2.5,04-013-0019,28,not in list,,,AK,4/20/20,AK.4/20/20,2365
AZ,1/6/20,AZ.43983,66,Moderate,PM2.5,04-013-9812,28,not in list,,,TX,4/20/20,TX.4/20/20,159716
AZ,1/7/20,AZ.44013,64,Moderate,PM2.5,04-013-9812,28,not in list,,,OR,4/20/20,OR.4/20/20,15283
AZ,1/8/20,AZ.44044,63,Moderate,PM10,04-013-4009,28,not in list,,,GU,4/20/20,GU.4/20/20,969
AZ,1/9/20,AZ.44075,49,Good,PM10,04-013-4009,28,not in list,,,MP,4/20/20,MP.4/20/20,98
AZ,1/10/20,AZ.44105,39,Good,Ozone,04-013-9508,28,not in list,,,MD,4/20/20,MD.4/20/20,117155
AZ,1/11/20,AZ.44136,65,Moderate,PM2.5,04-013-4003,28,not in list,,,KS,4/20/20,KS.4/20/20,19053
AZ,1/12/20,AZ.44166,84,Moderate,PM2.5,04-013-4020,28,not in list,,,MI,4/20/20,MI.4/20/20,296479
AZ,1/13/20,AZ.1/13/20,65,Moderate,PM2.5,04-013-4020,28,not in list,,,OH,4/20/20,OH.4/20/20,105580
AZ,1/14/20,AZ.1/14/20,68,Moderate,PM2.5,04-013-4020,27,not in list,,,DC,4/20/20,DC.4/20/20,24625
AZ,1/15/20,AZ.1/15/20,72,Moderate,PM2.5,04-013-4020,27,not in list,,,KY,4/20/20,KY.4/20/20,24854
AZ,1/16/20,AZ.1/16/20,65,Moderate,PM2.5,04-013-4020,27,not in list,,,AS,4/20/20,AS.4/20/20,0
AZ,1/17/20,AZ.1/17/20,47,Good,PM2.5,04-013-4003,27,not in list,,,DE,4/20/20,DE.4/20/20,24653
