State Name,Date,concat,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,COVID,,,state,date,concat,positive
NH,5/18/20,NH.5/18/20,43,Good,Ozone,33-011-5001,2,27503,,,,,,
NH,5/19/20,NH.5/19/20,40,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/20/20,NH.5/20/20,45,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/21/20,NH.5/21/20,51,Moderate,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/22/20,NH.5/22/20,47,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/23/20,NH.5/23/20,44,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/24/20,NH.5/24/20,39,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/25/20,NH.5/25/20,33,Good,Ozone,33-011-5001,2,30788,,,,,,
NH,5/26/20,NH.5/26/20,43,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/27/20,NH.5/27/20,47,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/28/20,NH.5/28/20,22,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/29/20,NH.5/29/20,31,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/30/20,NH.5/30/20,38,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,5/31/20,NH.5/31/20,31,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/1/20,NH.43836,33,Good,Ozone,33-011-5001,2,34186,,,,,,
NH,6/2/20,NH.43867,43,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/3/20,NH.43896,46,Good,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/4/20,NH.43927,74,Moderate,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/5/20,NH.43957,48,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/6/20,NH.43988,46,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/7/20,NH.44018,27,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/8/20,NH.44049,35,Good,Ozone,33-011-5001,2,36493,,,,,,
NH,6/9/20,NH.44080,35,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/10/20,NH.44110,42,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/11/20,NH.44141,31,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/12/20,NH.44171,44,Good,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/13/20,NH.6/13/20,31,Good,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/14/20,NH.6/14/20,28,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/15/20,NH.6/15/20,30,Good,Ozone,33-011-5001,2,38143,,,,,,
NH,6/16/20,NH.6/16/20,36,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/17/20,NH.6/17/20,50,Good,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/18/20,NH.6/18/20,46,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/19/20,NH.6/19/20,47,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/20/20,NH.6/20/20,48,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/21/20,NH.6/21/20,45,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/22/20,NH.6/22/20,45,Good,Ozone,33-011-1011,2,39546,,,,,,
NH,6/23/20,NH.6/23/20,51,Moderate,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/24/20,NH.6/24/20,39,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/25/20,NH.6/25/20,40,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/26/20,NH.6/26/20,44,Good,Ozone,33-011-1011,2,not in list,,,,,,
NH,6/27/20,NH.6/27/20,44,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/28/20,NH.6/28/20,40,Good,Ozone,33-011-5001,2,not in list,,,,,,
NH,6/29/20,NH.6/29/20,44,Good,Ozone,33-011-5001,2,40777,,,,,,
NH,6/30/20,NH.6/30/20,43,Good,Ozone,33-011-5001,1,not in list,,,,,,
NH,7/1/20,NH.43837,1,Good,CO,33-011-5001,1,not in list,,,,,,
NJ,1/1/20,NJ.43831,17,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/2/20,NJ.43862,53,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/3/20,NJ.43891,68,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/4/20,NJ.43922,63,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/5/20,NJ.43952,27,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/6/20,NJ.43983,36,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/7/20,NJ.44013,40,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/8/20,NJ.44044,32,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/9/20,NJ.44075,36,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/10/20,NJ.44105,48,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/11/20,NJ.44136,45,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/12/20,NJ.44166,26,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/13/20,NJ.1/13/20,41,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/14/20,NJ.1/14/20,60,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/15/20,NJ.1/15/20,62,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/16/20,NJ.1/16/20,55,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/17/20,NJ.1/17/20,20,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/18/20,NJ.1/18/20,32,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/19/20,NJ.1/19/20,23,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/20/20,NJ.1/20/20,20,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/21/20,NJ.1/21/20,40,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/22/20,NJ.1/22/20,51,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/23/20,NJ.1/23/20,76,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/24/20,NJ.1/24/20,79,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/25/20,NJ.1/25/20,50,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/26/20,NJ.1/26/20,22,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/27/20,NJ.1/27/20,26,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,1/28/20,NJ.1/28/20,31,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/29/20,NJ.1/29/20,25,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/30/20,NJ.1/30/20,46,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,1/31/20,NJ.1/31/20,42,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/1/20,NJ.43832,30,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/2/20,NJ.43863,17,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/3/20,NJ.43892,39,Good,NO2,34-003-0010,1,0,,,,,,
NJ,2/4/20,NJ.43923,68,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/5/20,NJ.43953,23,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/6/20,NJ.43984,33,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/7/20,NJ.44014,33,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/8/20,NJ.44045,35,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/9/20,NJ.44076,44,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/10/20,NJ.44106,45,Good,PM2.5,34-003-0010,1,0,,,,,,
NJ,2/11/20,NJ.44137,53,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/12/20,NJ.44167,33,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/13/20,NJ.2/13/20,48,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/14/20,NJ.2/14/20,21,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/15/20,NJ.2/15/20,28,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/16/20,NJ.2/16/20,47,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/17/20,NJ.2/17/20,44,Good,PM2.5,34-003-0010,1,0,,,,,,
NJ,2/18/20,NJ.2/18/20,52,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/19/20,NJ.2/19/20,39,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/20/20,NJ.2/20/20,26,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/21/20,NJ.2/21/20,31,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/22/20,NJ.2/22/20,46,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/23/20,NJ.2/23/20,54,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/24/20,NJ.2/24/20,66,Moderate,PM2.5,34-003-0010,1,0,,,,,,
NJ,2/25/20,NJ.2/25/20,62,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/26/20,NJ.2/26/20,54,Moderate,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/27/20,NJ.2/27/20,17,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,2/28/20,NJ.2/28/20,26,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,2/29/20,NJ.2/29/20,12,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,3/1/20,NJ.43833,40,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,3/2/20,NJ.43864,56,Moderate,PM2.5,34-003-0010,2,23,,,,,,
NJ,3/3/20,NJ.43893,57,Moderate,NO2,34-003-0010,2,not in list,,,,,,
NJ,3/4/20,NJ.43924,34,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/5/20,NJ.43954,34,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,3/6/20,NJ.43985,41,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,3/7/20,NJ.44015,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/8/20,NJ.44046,35,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/9/20,NJ.44077,49,Good,PM2.5,34-003-0010,1,445,,,,,,
NJ,3/10/20,NJ.44107,47,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,3/11/20,NJ.44138,42,Good,NO2,34-003-0010,1,not in list,,,,,,
NJ,3/12/20,NJ.44168,47,Good,PM2.5,34-003-0010,1,not in list,,,,,,
NJ,3/13/20,NJ.3/13/20,46,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,3/14/20,NJ.3/14/20,37,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/15/20,NJ.3/15/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/16/20,NJ.3/16/20,37,Good,Ozone,34-003-0006,2,8411,,,,,,
NJ,3/17/20,NJ.3/17/20,39,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,3/18/20,NJ.3/18/20,37,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,3/19/20,NJ.3/19/20,33,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,3/20/20,NJ.3/20/20,63,Moderate,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,3/21/20,NJ.3/21/20,41,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/22/20,NJ.3/22/20,40,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/23/20,NJ.3/23/20,31,Good,Ozone,34-003-0006,2,64924,,,,,,
NJ,3/24/20,NJ.3/24/20,34,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/25/20,NJ.3/25/20,31,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/26/20,NJ.3/26/20,32,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,3/27/20,NJ.3/27/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/28/20,NJ.3/28/20,37,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/29/20,NJ.3/29/20,37,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,3/30/20,NJ.3/30/20,27,Good,NO2,34-003-0010,2,209155,,,,,,
NJ,3/31/20,NJ.3/31/20,31,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/1/20,NJ.43834,37,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/2/20,NJ.43865,35,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/3/20,NJ.43894,26,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/4/20,NJ.43925,34,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/5/20,NJ.43955,25,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,4/6/20,NJ.43986,39,Good,Ozone,34-003-0006,2,382053,,,,,,
NJ,4/7/20,NJ.44016,44,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/8/20,NJ.44047,36,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/9/20,NJ.44078,41,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/10/20,NJ.44108,35,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/11/20,NJ.44139,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/12/20,NJ.44169,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/13/20,NJ.4/13/20,40,Good,Ozone,34-003-0006,2,549165,,,,,,
NJ,4/14/20,NJ.4/14/20,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/15/20,NJ.4/15/20,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/16/20,NJ.4/16/20,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/17/20,NJ.4/17/20,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/18/20,NJ.4/18/20,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/19/20,NJ.4/19/20,47,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/20/20,NJ.4/20/20,38,Good,Ozone,34-003-0006,2,716186,,,,,,
NJ,4/21/20,NJ.4/21/20,36,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/22/20,NJ.4/22/20,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/23/20,NJ.4/23/20,32,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/24/20,NJ.4/24/20,30,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/25/20,NJ.4/25/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/26/20,NJ.4/26/20,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/27/20,NJ.4/27/20,35,Good,Ozone,34-003-0006,2,848692,,,,,,
NJ,4/28/20,NJ.4/28/20,40,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/29/20,NJ.4/29/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,4/30/20,NJ.4/30/20,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/1/20,NJ.43835,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/2/20,NJ.43866,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/3/20,NJ.43895,47,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/4/20,NJ.43926,39,Good,Ozone,34-003-0006,2,947134,,,,,,
NJ,5/5/20,NJ.43956,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/6/20,NJ.43987,33,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/7/20,NJ.44017,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/8/20,NJ.44048,32,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/9/20,NJ.44079,29,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/10/20,NJ.44109,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/11/20,NJ.44140,34,Good,Ozone,34-003-0006,2,1008374,,,,,,
NJ,5/12/20,NJ.44170,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/13/20,NJ.5/13/20,43,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/14/20,NJ.5/14/20,44,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/15/20,NJ.5/15/20,50,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/16/20,NJ.5/16/20,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/17/20,NJ.5/17/20,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/18/20,NJ.5/18/20,44,Good,Ozone,34-003-0006,2,1065953,,,,,,
NJ,5/19/20,NJ.5/19/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/20/20,NJ.5/20/20,40,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/21/20,NJ.5/21/20,33,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/22/20,NJ.5/22/20,35,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/23/20,NJ.5/23/20,33,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/24/20,NJ.5/24/20,37,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/25/20,NJ.5/25/20,31,Good,Ozone,34-003-0006,2,1110022,,,,,,
NJ,5/26/20,NJ.5/26/20,26,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/27/20,NJ.5/27/20,26,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/28/20,NJ.5/28/20,20,Good,NO2,34-003-0010,2,not in list,,,,,,
NJ,5/29/20,NJ.5/29/20,27,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/30/20,NJ.5/30/20,40,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,5/31/20,NJ.5/31/20,31,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/1/20,NJ.43836,37,Good,Ozone,34-003-0006,2,1142033,,,,,,
NJ,6/2/20,NJ.43867,44,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/3/20,NJ.43896,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/4/20,NJ.43927,67,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/5/20,NJ.43957,33,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/6/20,NJ.43988,45,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/7/20,NJ.44018,36,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/8/20,NJ.44049,30,Good,Ozone,34-003-0006,2,1162711,,,,,,
NJ,6/9/20,NJ.44080,80,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/10/20,NJ.44110,58,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/11/20,NJ.44141,32,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/12/20,NJ.44171,46,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/13/20,NJ.6/13/20,35,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/14/20,NJ.6/14/20,38,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/15/20,NJ.6/15/20,39,Good,Ozone,34-003-0006,2,1179123,,,,,,
NJ,6/16/20,NJ.6/16/20,39,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/17/20,NJ.6/17/20,31,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/18/20,NJ.6/18/20,31,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,6/19/20,NJ.6/19/20,42,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/20/20,NJ.6/20/20,51,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/21/20,NJ.6/21/20,46,Good,Ozone,34-003-0010,2,not in list,,,,,,
NJ,6/22/20,NJ.6/22/20,84,Moderate,Ozone,34-003-0006,2,1193733,,,,,,
NJ,6/23/20,NJ.6/23/20,51,Moderate,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,6/24/20,NJ.6/24/20,43,Good,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,6/25/20,NJ.6/25/20,74,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/26/20,NJ.6/26/20,51,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/27/20,NJ.6/27/20,53,Moderate,PM2.5,34-003-0010,2,not in list,,,,,,
NJ,6/28/20,NJ.6/28/20,58,Moderate,Ozone,34-003-0006,2,not in list,,,,,,
NJ,6/29/20,NJ.6/29/20,40,Good,PM2.5,34-003-0010,2,1208739,,,,,,
NJ,6/30/20,NJ.6/30/20,34,Good,Ozone,34-003-0006,2,not in list,,,,,,
NJ,7/1/20,NJ.43837,2,Good,CO,34-003-0010,1,not in list,,,,,,
NM,1/1/20,NM.43831,54,Moderate,PM2.5,35-001-0029,5,not in list,,,,,,
NM,1/2/20,NM.43862,39,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/3/20,NM.43891,38,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/4/20,NM.43922,50,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,1/5/20,NM.43952,63,Moderate,PM2.5,35-001-1013,5,not in list,,,,,,
NM,1/6/20,NM.43983,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/7/20,NM.44013,59,Moderate,PM10,35-001-0029,5,not in list,,,,,,
NM,1/8/20,NM.44044,54,Moderate,PM10,35-001-1013,5,not in list,,,,,,
NM,1/9/20,NM.44075,53,Moderate,PM10,35-001-0026,5,not in list,,,,,,
NM,1/10/20,NM.44105,47,Good,PM10,35-001-0026,5,not in list,,,,,,
NM,1/11/20,NM.44136,39,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/12/20,NM.44166,39,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/13/20,NM.1/13/20,49,Good,PM2.5,35-001-0029,5,not in list,,,,,,
NM,1/14/20,NM.1/14/20,52,Moderate,PM10,35-001-0026,5,not in list,,,,,,
NM,1/15/20,NM.1/15/20,55,Moderate,PM10,35-001-0029,5,not in list,,,,,,
NM,1/16/20,NM.1/16/20,47,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,1/17/20,NM.1/17/20,49,Good,PM2.5,35-001-0026,5,not in list,,,,,,
NM,1/18/20,NM.1/18/20,45,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/19/20,NM.1/19/20,42,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/20/20,NM.1/20/20,51,Moderate,PM2.5,35-001-0029,5,not in list,,,,,,
NM,1/21/20,NM.1/21/20,47,Good,PM2.5,35-001-0026,5,not in list,,,,,,
NM,1/22/20,NM.1/22/20,35,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/23/20,NM.1/23/20,35,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/24/20,NM.1/24/20,54,Moderate,PM2.5,35-001-0029,5,not in list,,,,,,
NM,1/25/20,NM.1/25/20,42,Good,PM2.5,35-001-0029,5,not in list,,,,,,
NM,1/26/20,NM.1/26/20,53,Moderate,PM2.5,35-001-1013,5,not in list,,,,,,
NM,1/27/20,NM.1/27/20,41,Good,PM2.5,35-001-0026,5,not in list,,,,,,
NM,1/28/20,NM.1/28/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/29/20,NM.1/29/20,39,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/30/20,NM.1/30/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,1/31/20,NM.1/31/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/1/20,NM.43832,39,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/2/20,NM.43863,42,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/3/20,NM.43892,69,Moderate,PM10,35-001-0029,5,not in list,,,,,,
NM,2/4/20,NM.43923,38,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/5/20,NM.43953,38,Good,PM10,35-001-0026,5,not in list,,,,,,
NM,2/6/20,NM.43984,35,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/7/20,NM.44014,34,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/8/20,NM.44045,35,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/9/20,NM.44076,43,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/10/20,NM.44106,30,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/11/20,NM.44137,36,Good,Ozone,35-001-0029,5,not in list,,,,,,
NM,2/12/20,NM.44167,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/13/20,NM.2/13/20,47,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/14/20,NM.2/14/20,47,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/15/20,NM.2/15/20,46,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/16/20,NM.2/16/20,42,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/17/20,NM.2/17/20,37,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/18/20,NM.2/18/20,41,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/19/20,NM.2/19/20,54,Moderate,PM2.5,35-001-0026,5,not in list,,,,,,
NM,2/20/20,NM.2/20/20,48,Good,PM2.5,35-001-0026,5,not in list,,,,,,
NM,2/21/20,NM.2/21/20,43,Good,PM2.5,35-001-0026,5,not in list,,,,,,
NM,2/22/20,NM.2/22/20,60,Moderate,PM2.5,35-001-0026,5,not in list,,,,,,
NM,2/23/20,NM.2/23/20,41,Good,Ozone,35-001-0029,5,not in list,,,,,,
NM,2/24/20,NM.2/24/20,44,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/25/20,NM.2/25/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/26/20,NM.2/26/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/27/20,NM.2/27/20,48,Good,PM2.5,35-001-1013,5,not in list,,,,,,
NM,2/28/20,NM.2/28/20,40,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,2/29/20,NM.2/29/20,43,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,3/1/20,NM.43833,43,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,3/2/20,NM.43864,42,Good,Ozone,35-001-0023,5,0,,,,,,
NM,3/3/20,NM.43893,43,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,3/4/20,NM.43924,46,Good,Ozone,35-001-1012,5,not in list,,,,,,
NM,3/5/20,NM.43954,51,Moderate,PM10,35-001-0029,5,not in list,,,,,,
NM,3/6/20,NM.43985,44,Good,Ozone,35-001-1012,5,not in list,,,,,,
